customer_id,order_id,product_id,quantity,price,order_date,order_status,channel,discount,product_price,payment_amount,payment_method,payment_date,name,city,signup_date,calculated_revenue
641,85,95,2,1995.5900,2024-02-16,Cancelled,Store,0.22,1518.3200,1766.0700,Card,2024-02-24,Cust_641,Mumbai,2022-02-18,3036.6400
359,86,72,4,611.3600,2024-01-21,Completed,App,0.25,285.5700,539.0500,NetBanking,2024-01-15,Cust_359,Mumbai,2023-10-27,1142.2800
1948,87,77,2,1668.6800,2024-02-29,Completed,Store,0.11,282.4700,216.9700,UPI,2024-01-04,Cust_1948,Pune,2022-09-28,564.9400
1982,88,15,4,464.8800,2024-01-28,Cancelled,Web,0.11,859.8500,761.8500,Card,2024-02-17,Cust_1982,Pune,2023-04-07,3439.4000
355,89,9,2,1260.7400,2024-02-11,Cancelled,Web,0.17,2157.8600,332.0800,Wallet,2024-01-08,Cust_355,Jaipur,2022-08-15,4315.7200
29,90,84,1,1360.3200,2024-01-24,Cancelled,App,0.09,456.8200,843.6500,Card,2024-02-06,Cust_29,Mumbai,2022-11-27,456.8200
1396,91,5,3,445.6800,2024-01-19,Completed,Web,0.07,368.1400,571.6800,UPI,2024-02-25,Cust_1396,Pune,2023-04-12,1104.4200
1590,92,33,3,498.4300,2024-02-04,Cancelled,Web,0.15,1071.5000,1339.1700,Wallet,2024-02-19,Cust_1590,Jaipur,2022-01-19,3214.5000
57,93,58,5,477.3100,2024-02-09,Completed,App,0.25,2099.0700,1420.4600,UPI,2024-02-25,Cust_57,Delhi,2022-12-15,10495.3500
1503,94,71,2,382.6400,2024-02-02,Cancelled,Web,0.22,133.6400,597.7700,Card,2024-01-04,Cust_1503,Delhi,2022-11-27,267.2800
1985,95,44,5,1659.3700,2024-02-11,Cancelled,App,0.1,154.7600,575.9000,UPI,2024-02-07,Cust_1985,Pune,2023-11-16,773.8000
1388,96,86,1,255.5300,2024-02-23,Cancelled,Store,0.24,1738.6100,1114.2400,UPI,2024-02-04,Cust_1388,Pune,2023-06-20,1738.6100
568,97,44,5,1656.8200,2024-01-12,Completed,Web,0.17,154.7600,965.8800,Card,2024-01-21,Cust_568,Jaipur,2022-03-13,773.8000
777,98,58,1,315.8700,2024-01-12,Cancelled,Store,0.07,2099.0700,1082.1400,UPI,2024-03-01,Cust_777,Pune,2023-06-04,2099.0700
729,99,52,1,1975.6400,2024-02-22,Cancelled,Store,0.09,629.3800,984.5400,NetBanking,2024-01-04,Cust_729,Bangalore,2023-01-29,629.3800
625,100,62,1,1391.5800,2024-01-04,Completed,App,0.25,1802.2600,null,null,null,Cust_625,Mumbai,2022-06-21,1802.2600
1748,101,31,4,1874.0500,2024-02-02,Completed,Store,0.05,1678.4300,155.9500,Card,2024-02-27,Cust_1748,Pune,2022-03-01,6713.7200
16,102,28,2,1258.0900,2024-02-28,Cancelled,Web,0.21,961.5200,967.9400,UPI,2024-01-08,Cust_16,Mumbai,2022-09-25,1923.0400
1806,103,24,2,537.7200,2024-01-22,Cancelled,Web,0.14,1612.3300,1020.0900,Card,2024-02-06,Cust_1806,Mumbai,2023-03-19,3224.6600
259,104,75,3,725.7900,2024-01-18,Cancelled,App,0.24,2288.6200,1428.2200,Wallet,2024-01-09,Cust_259,Bangalore,2023-09-27,6865.8600
680,105,9,3,796.4800,2024-01-24,Completed,Web,0.06,2157.8600,597.3200,Wallet,2024-01-31,Cust_680,Mumbai,2022-05-21,6473.5800
1982,106,55,2,1397.5800,2024-02-03,Completed,App,0.02,185.6900,null,null,null,Cust_1982,Pune,2023-04-07,371.3800
1774,107,11,5,1110.6200,2024-01-30,Cancelled,App,0.27,465.1600,1463.8700,NetBanking,2024-02-10,Cust_1774,Jaipur,2022-04-04,2325.8000
495,108,29,5,1169.6500,2024-01-08,Cancelled,Web,0.21,1136.8500,408.8000,Card,2024-01-25,Cust_495,Jaipur,2022-08-04,5684.2500
1752,109,8,1,1037.2300,2024-02-12,Cancelled,Web,0.14,712.4600,839.3000,Card,2024-01-18,Cust_1752,Bangalore,2023-08-09,712.4600
86,110,43,5,1972.7200,2024-02-28,Cancelled,Store,0.24,737.3800,1599.5100,UPI,2024-02-24,Cust_86,Pune,2023-02-10,3686.9000
1465,111,21,4,798.6100,2024-01-08,Cancelled,Store,0.16,500.9000,1476.6000,NetBanking,2024-02-24,Cust_1465,Jaipur,2022-05-12,2003.6000
1664,112,96,3,1169.8700,2024-01-13,Completed,App,0.16,214.3900,168.3900,UPI,2024-02-14,Cust_1664,Pune,2022-06-12,643.1700
301,113,61,4,1704.0300,2024-02-10,Completed,Store,0.19,171.6600,890.2300,Card,2024-02-04,Cust_301,Bangalore,2022-09-18,686.6400
31,114,39,5,718.7700,2024-02-28,Cancelled,Web,0.21,278.6400,1110.2400,UPI,2024-02-29,Cust_31,Pune,2022-07-25,1393.2000
1531,115,22,3,143.7900,2024-02-11,Cancelled,App,0.28,2015.7100,495.9700,NetBanking,2024-01-31,Cust_1531,Jaipur,2023-11-30,6047.1300
751,116,87,5,1154.1600,2024-01-04,Completed,Web,0.08,959.7900,617.3100,Card,2024-02-25,Cust_751,Delhi,2022-05-11,4798.9500
1940,117,51,4,337.8500,2024-01-02,Cancelled,App,0.05,1795.4500,1081.9300,NetBanking,2024-02-10,Cust_1940,Bangalore,2022-05-06,7181.8000
267,118,27,1,1743.1200,2024-01-24,Completed,Store,0.23,2036.1300,818.4200,NetBanking,2024-01-21,Cust_267,Jaipur,2022-09-24,2036.1300
1814,119,23,5,1080.0500,2024-01-29,Cancelled,Web,0.22,339.9700,1618.2300,UPI,2024-01-11,Cust_1814,Jaipur,2023-06-06,1699.8500
1139,120,44,1,595.1100,2024-01-12,Completed,Web,0.21,154.7600,1570.3700,Wallet,2024-02-25,Cust_1139,Bangalore,2023-05-01,154.7600
257,121,42,3,1510.3000,2024-01-08,Cancelled,Store,0.15,2000.8500,605.2300,Wallet,2024-01-03,Cust_257,Bangalore,2022-06-07,6002.5500
452,122,51,2,1446.9500,2024-02-16,Completed,App,0.11,1795.4500,1520.5100,Card,2024-01-14,Cust_452,Jaipur,2023-03-03,3590.9000
658,123,52,5,1756.7200,2024-02-07,Completed,Web,0.07,629.3800,1412.1200,Card,2024-02-27,Cust_658,Bangalore,2022-01-12,3146.9000
1705,124,68,5,1953.2300,2024-02-21,Completed,Store,0.07,533.9400,446.9900,Card,2024-01-12,Cust_1705,Delhi,2022-10-13,2669.7000
595,125,5,1,1236.6400,2024-02-21,Cancelled,Web,0.15,368.1400,391.3700,Card,2024-01-14,Cust_595,Bangalore,2023-08-26,368.1400
1161,126,59,4,880.4900,2024-01-20,Completed,Web,0.11,264.5200,797.3900,Wallet,2024-02-01,Cust_1161,Bangalore,2023-08-16,1058.0800
429,127,3,3,897.7900,2024-02-02,Cancelled,Web,0.13,1582.6600,151.2800,Card,2024-01-29,Cust_429,Pune,2022-05-05,4747.9800
54,128,89,4,1324.5700,2024-02-11,Cancelled,Store,0.1,2277.0300,null,null,null,Cust_54,Bangalore,2023-02-03,9108.1200
918,129,63,5,142.5200,2024-02-14,Cancelled,App,0.04,1129.2300,null,null,null,Cust_918,Delhi,2023-08-31,5646.1500
981,130,13,4,221.0600,2024-01-24,Cancelled,Web,0.05,842.7500,663.2400,NetBanking,2024-01-15,Cust_981,Bangalore,2022-05-06,3371.0000
405,131,100,4,1306.3900,2024-01-15,Completed,Store,0.04,369.6100,205.9000,UPI,2024-01-29,Cust_405,Mumbai,2022-04-12,1478.4400
1322,132,58,5,955.6400,2024-01-18,Completed,App,0.04,2099.0700,null,null,null,Cust_1322,Pune,2022-07-28,10495.3500
615,133,81,1,988.0900,2024-01-06,Cancelled,Store,0.03,119.8500,1621.2700,NetBanking,2024-01-29,Cust_615,Jaipur,2022-02-08,119.8500
1038,134,29,2,315.7400,2024-01-29,Completed,Store,0.29,1136.8500,940.5900,Card,2024-01-17,Cust_1038,Pune,2022-09-02,2273.7000
64,135,31,1,487.7700,2024-01-07,Cancelled,Store,0.26,1678.4300,null,null,null,Cust_64,Bangalore,2023-10-29,1678.4300
447,136,14,2,2023.2000,2024-02-01,Cancelled,App,0.11,797.8300,463.4500,UPI,2024-03-01,Cust_447,Jaipur,2022-07-02,1595.6600
508,137,29,2,1103.1300,2024-01-23,Completed,Store,0.23,1136.8500,null,null,null,Cust_508,Pune,2023-03-28,2273.7000
629,138,26,1,415.0000,2024-01-29,Completed,App,0.02,1435.5800,421.4000,Card,2024-02-06,Cust_629,Delhi,2023-09-18,1435.5800
1986,139,41,5,1171.1200,2024-01-28,Completed,Web,0.03,770.3500,1362.8900,Wallet,2024-01-03,Cust_1986,Jaipur,2023-08-20,3851.7500
1391,140,73,5,1856.1100,2024-02-18,Completed,Store,0.28,409.7700,1860.0900,Wallet,2024-01-29,Cust_1391,Mumbai,2022-08-28,2048.8500
601,141,90,1,1199.1400,2024-02-05,Cancelled,Store,0.11,1018.1300,367.7700,Card,2024-02-14,Cust_601,Delhi,2023-04-21,1018.1300
560,142,19,4,1217.1200,2024-01-12,Completed,Store,0.08,477.4400,535.2900,Wallet,2024-02-18,Cust_560,Jaipur,2022-03-17,1909.7600
1214,143,48,4,1368.5100,2024-02-11,Completed,App,0.14,1661.1900,867.6000,Wallet,2024-01-21,Cust_1214,Mumbai,2022-03-01,6644.7600
764,144,3,1,1317.3500,2024-02-22,Cancelled,Store,0.25,1582.6600,1838.7900,Card,2024-01-09,Cust_764,Jaipur,2022-02-23,1582.6600
1504,145,45,1,1517.9000,2024-01-14,Completed,App,0.28,567.0600,1515.8300,NetBanking,2024-01-04,Cust_1504,Jaipur,2023-08-05,567.0600
16,146,48,2,1752.0100,2024-01-04,Cancelled,Web,0.3,1661.1900,null,null,null,Cust_16,Mumbai,2022-09-25,3322.3800
1301,147,96,1,1216.1900,2024-02-13,Completed,Store,0.27,214.3900,1493.1300,Card,2024-02-15,Cust_1301,Bangalore,2022-09-09,214.3900
1659,148,29,1,1117.2300,2024-02-14,Cancelled,Store,0.05,1136.8500,1086.2100,UPI,2024-01-29,Cust_1659,Mumbai,2022-07-23,1136.8500
1793,149,8,1,1416.0300,2024-01-26,Completed,Web,0.14,712.4600,1270.2700,NetBanking,2024-02-22,Cust_1793,Mumbai,2022-11-26,712.4600
1058,150,58,1,1026.9800,2024-02-05,Cancelled,App,0.04,2099.0700,null,null,null,Cust_1058,Bangalore,2022-02-14,2099.0700
747,151,52,5,1945.2700,2024-01-20,Completed,Web,0.11,629.3800,276.2600,Wallet,2024-02-21,Cust_747,Delhi,2022-10-11,3146.9000
790,152,77,4,672.5100,2024-01-12,Completed,Web,0.12,282.4700,1036.2900,NetBanking,2024-01-27,Cust_790,Delhi,2023-05-20,1129.8800
170,153,36,1,1773.0400,2024-01-29,Completed,Store,0.04,1448.3800,1493.7100,Wallet,2024-02-26,Cust_170,Pune,2022-02-26,1448.3800
638,154,80,2,1458.4100,2024-01-06,Cancelled,Web,0.22,1059.5100,1222.1800,Wallet,2024-02-12,Cust_638,Jaipur,2023-04-20,2119.0200
1204,155,92,2,1551.9400,2024-01-13,Cancelled,Store,0.18,899.3600,205.3000,Wallet,2024-01-03,Cust_1204,Delhi,2022-01-19,1798.7200
36,156,5,3,1998.5000,2024-02-20,Cancelled,Store,0.29,368.1400,1160.0400,NetBanking,2024-01-10,Cust_36,Pune,2023-06-21,1104.4200
516,157,73,4,100.5900,2024-01-08,Cancelled,App,0.03,409.7700,1207.2800,NetBanking,2024-01-17,Cust_516,Pune,2022-10-29,1639.0800
1841,158,75,5,939.1200,2024-02-29,Cancelled,Web,0.25,2288.6200,1526.3500,Card,2024-01-29,Cust_1841,Jaipur,2023-02-28,11443.1000
1593,159,13,5,421.8300,2024-02-09,Cancelled,Web,0.09,842.7500,1774.8700,NetBanking,2024-01-27,Cust_1593,Pune,2023-11-24,4213.7500
1727,160,67,5,112.7700,2024-02-04,Cancelled,Web,0.11,661.6800,1490.9400,UPI,2024-02-29,Cust_1727,Mumbai,2022-05-06,3308.4000
1826,161,99,4,567.0100,2024-03-01,Cancelled,Store,0.05,1915.7500,1028.8700,Card,2024-01-01,Cust_1826,Pune,2022-05-07,7663.0000
911,162,78,4,1706.2700,2024-01-17,Completed,Web,0.03,2165.0400,482.9800,Card,2024-02-24,Cust_911,Delhi,2022-05-23,8660.1600
264,163,16,1,659.3900,2024-01-15,Cancelled,Web,0.29,603.3300,640.2800,Card,2024-01-31,Cust_264,Delhi,2022-05-31,603.3300
1190,164,9,2,1452.5100,2024-01-22,Cancelled,App,0.09,2157.8600,1309.1900,Card,2024-01-24,Cust_1190,Mumbai,2022-11-15,4315.7200
280,165,39,4,605.1000,2024-01-02,Completed,Web,0.25,278.6400,958.7000,UPI,2024-02-12,Cust_280,Bangalore,2023-06-29,1114.5600
1980,166,21,2,847.1100,2024-02-06,Completed,Web,0.1,500.9000,1299.7200,Wallet,2024-02-01,Cust_1980,Jaipur,2022-03-05,1001.8000
286,167,60,5,931.8300,2024-01-20,Completed,App,0.05,1128.9300,991.4800,Wallet,2024-02-10,Cust_286,Delhi,2022-12-04,5644.6500
1250,168,37,4,1679.6100,2024-02-01,Cancelled,Store,0.26,1091.4200,976.3200,Card,2024-01-07,Cust_1250,Jaipur,2022-04-24,4365.6800
617,169,91,4,600.9400,2024-02-05,Completed,App,0.01,764.8100,351.8500,Wallet,2024-02-13,Cust_617,Bangalore,2022-06-06,3059.2400
1642,170,38,4,1593.5900,2024-02-17,Completed,Web,0.22,1301.4900,1491.7100,Wallet,2024-01-22,Cust_1642,Jaipur,2022-04-20,5205.9600
98,171,15,3,676.8800,2024-01-08,Completed,App,0.17,859.8500,1430.5600,UPI,2024-01-12,Cust_98,Mumbai,2023-10-11,2579.5500
1227,172,7,5,444.9600,2024-01-06,Cancelled,Store,0.1,541.4200,1884.9000,NetBanking,2024-01-22,Cust_1227,Delhi,2022-08-24,2707.1000
372,173,52,4,1654.8400,2024-02-23,Cancelled,Store,0.02,629.3800,1056.0900,UPI,2024-02-18,Cust_372,Bangalore,2022-11-10,2517.5200
1876,174,56,4,1615.7600,2024-02-11,Completed,Web,0.14,860.7500,1234.4100,Wallet,2024-02-17,Cust_1876,Delhi,2022-05-11,3443.0000
1394,175,77,1,1393.3700,2024-01-01,Completed,Store,0.21,282.4700,1117.0800,UPI,2024-02-14,Cust_1394,Pune,2022-08-10,282.4700
127,176,55,1,1613.5700,2024-02-11,Cancelled,Web,0.16,185.6900,212.9700,NetBanking,2024-02-07,Cust_127,Bangalore,2022-04-19,185.6900
