customer_id,order_id,product_id,quantity,price,order_date,order_status,channel,discount,product_price,payment_amount,payment_method,payment_date,name,city,signup_date,calculated_revenue
1940,24,1,4,330.34,2024-02-28,Cancelled,Web,0.08,1781.59,675.47,UPI,2024-01-25,Cust_1940,Bangalore,2022-05-06,1321.36
716,25,23,2,1402.9,2024-02-05,Cancelled,App,0.01,339.97,561.43,UPI,2024-02-24,Cust_716,Delhi,2023-05-17,2805.8
581,26,96,2,1173.92,2024-01-09,Completed,Store,0.17,214.39,1026.19,UPI,2024-01-24,Cust_581,Jaipur,2022-07-03,2347.84
143,27,33,5,759.26,2024-01-25,Cancelled,App,0.22,1071.5,867.95,UPI,2024-01-03,Cust_143,Jaipur,2023-07-26,3796.3
1149,28,39,3,1614.42,2024-01-02,Cancelled,App,0.15,278.64,1301.61,Wallet,2024-01-15,Cust_1149,Delhi,2023-01-20,4843.26
1627,29,9,3,1595.8,2024-02-11,Completed,Web,0.07,2157.86,1026.54,Wallet,2024-02-17,Cust_1627,Pune,2023-03-11,4787.4
1640,30,66,1,1110.04,2024-02-25,Cancelled,Store,0.17,1642.32,501.41,NetBanking,2024-03-01,Cust_1640,Mumbai,2023-09-19,1110.04
1424,31,60,5,1163.74,2024-01-06,Completed,App,0.02,1128.93,1389.94,UPI,2024-01-31,Cust_1424,Delhi,2023-01-14,5818.7
1058,32,51,2,136.91,2024-01-10,Completed,Web,0.11,1795.45,null,null,null,Cust_1058,Bangalore,2022-02-14,273.82
268,33,84,3,101.28,2024-01-07,Completed,Store,0.1,456.82,1210.51,Wallet,2024-02-04,Cust_268,Delhi,2022-08-20,303.84000000000003
1686,34,86,4,1649.51,2024-02-05,Cancelled,Web,0.03,1738.61,254.15,UPI,2024-01-17,Cust_1686,Delhi,2022-01-30,6598.04
196,35,67,2,682.89,2024-02-28,Completed,Web,0.16,661.68,1023.92,UPI,2024-02-26,Cust_196,Jaipur,2022-12-29,1365.78
1487,36,47,1,1900.13,2024-01-30,Completed,Web,0.03,2035.84,1650.36,Wallet,2024-01-23,Cust_1487,Mumbai,2023-07-08,1900.13
1985,37,98,3,1702.56,2024-02-09,Cancelled,App,0.16,1658.33,344.17,Wallet,2024-01-03,Cust_1985,Pune,2023-11-16,5107.68
1070,38,56,1,229.1,2024-02-07,Completed,Web,0.25,860.75,190.37,Card,2024-02-14,Cust_1070,Bangalore,2023-10-06,229.1
55,39,66,1,117.89,2024-01-01,Completed,Web,0.07,1642.32,932.57,Wallet,2024-01-20,Cust_55,Bangalore,2023-05-01,117.89
560,40,19,5,1104.36,2024-01-28,Completed,App,0.04,477.44,1193.67,Card,2024-03-01,Cust_560,Jaipur,2022-03-17,5521.799999999999
1885,41,76,1,862.34,2024-01-30,Cancelled,Web,0.01,694.9,1188.99,UPI,2024-02-19,Cust_1885,Jaipur,2023-11-11,862.34
576,42,41,4,1402.75,2024-01-08,Completed,App,0.23,770.35,321.46,NetBanking,2024-02-14,Cust_576,Bangalore,2023-01-02,5611
650,43,86,3,1819.91,2024-02-28,Completed,Web,0.02,1738.61,1253.84,NetBanking,2024-02-02,Cust_650,Jaipur,2023-08-16,5459.7300000000005
417,44,34,1,1967.02,2024-02-27,Cancelled,App,0.17,594.73,198.11,NetBanking,2024-03-01,Cust_417,Delhi,2023-08-09,1967.02
1462,45,48,2,1761.18,2024-02-08,Completed,App,0.09,1661.19,166.55,Card,2024-01-20,Cust_1462,Pune,2023-03-24,3522.36
1981,46,84,2,1922.04,2024-02-09,Completed,Store,0.01,456.82,null,null,null,Cust_1981,Bangalore,2023-01-12,3844.08
622,47,22,2,373.72,2024-02-27,Completed,App,0.12,2015.71,886.56,UPI,2024-02-21,Cust_622,Jaipur,2023-12-02,747.44
991,48,25,4,871.79,2024-02-10,Cancelled,Store,0.03,1078.84,1384.67,Card,2024-02-29,Cust_991,Jaipur,2022-12-30,3487.16
1838,49,33,2,707.39,2024-01-13,Cancelled,Store,0.02,1071.5,1353.33,UPI,2024-02-12,Cust_1838,Mumbai,2022-05-10,1414.78
1020,50,99,4,714.99,2024-01-22,Completed,Store,0.08,1915.75,503.49,Card,2024-01-02,Cust_1020,Jaipur,2023-06-23,2859.96
470,51,92,1,1247,2024-02-04,Completed,Store,0.06,899.36,357.54,Wallet,2024-02-18,Cust_470,Delhi,2023-06-26,1247
1255,52,23,5,358.77,2024-01-02,Completed,App,0.03,339.97,500.67,Card,2024-02-24,Cust_1255,Bangalore,2023-01-05,1793.85
747,53,18,5,1385.57,2024-02-19,Cancelled,Web,0.01,926.46,1652.27,Card,2024-01-14,Cust_747,Delhi,2022-10-11,6927.849999999999
114,54,86,2,420.33,2024-01-01,Cancelled,Store,0.26,1738.61,1124.98,Card,2024-02-26,Cust_114,Mumbai,2023-10-12,840.66
1394,55,21,4,324.28,2024-01-15,Cancelled,Store,0.03,500.9,null,null,null,Cust_1394,Pune,2022-08-10,1297.12
891,56,82,5,332.01,2024-01-17,Completed,Web,0.28,1296.03,407.32,Card,2024-01-10,Cust_891,Jaipur,2023-04-09,1660.05
22,57,23,2,1603.94,2024-02-18,Cancelled,Web,0.11,339.97,null,null,null,Cust_22,Mumbai,2023-09-13,3207.88
1875,58,35,4,1140.27,2024-02-08,Completed,Store,0.08,1507.39,456.81,NetBanking,2024-01-09,Cust_1875,Pune,2022-12-14,4561.08
1136,59,37,3,1851.46,2024-02-27,Cancelled,Store,0.11,1091.42,286.36,UPI,2024-01-14,Cust_1136,Delhi,2023-03-28,5554.38
1833,60,80,1,1312.15,2024-02-14,Completed,App,0.08,1059.51,null,null,null,Cust_1833,Pune,2022-11-19,1312.15
632,61,47,3,1593.9,2024-02-22,Completed,App,0.17,2035.84,114.72,NetBanking,2024-01-30,Cust_632,Jaipur,2023-01-06,4781.700000000001
471,62,90,1,1737.41,2024-01-18,Completed,Web,0.12,1018.13,1810.33,Card,2024-02-17,Cust_471,Jaipur,2022-01-29,1737.41
765,63,72,2,282.01,2024-02-07,Completed,Store,0.12,285.57,1088.4,Wallet,2024-01-27,Cust_765,Pune,2023-07-23,564.02
1379,64,11,3,1844.24,2024-02-03,Cancelled,Web,0.1,465.16,208.43,NetBanking,2024-01-27,Cust_1379,Pune,2022-07-13,5532.72
1697,65,100,3,1632.26,2024-01-04,Completed,Store,0.23,369.61,1630.06,Card,2024-02-16,Cust_1697,Pune,2023-07-31,4896.78
86,66,63,1,689.39,2024-01-13,Cancelled,App,0.03,1129.23,292.88,UPI,2024-01-04,Cust_86,Pune,2023-02-10,689.39
1419,67,27,4,344.77,2024-01-28,Completed,App,0.1,2036.13,1561.22,UPI,2024-03-01,Cust_1419,Jaipur,2022-12-03,1379.08
534,68,68,2,163.37,2024-02-13,Completed,Store,0.2,533.94,null,null,null,Cust_534,Jaipur,2023-01-21,326.74
705,69,77,5,905.46,2024-02-09,Cancelled,App,0.06,282.47,241.92,Card,2024-02-04,Cust_705,Bangalore,2023-03-04,4527.3
398,70,45,1,1397.95,2024-01-10,Completed,Store,0.24,567.06,1049.48,NetBanking,2024-01-10,Cust_398,Jaipur,2022-10-09,1397.95
1966,71,22,5,593.33,2024-01-21,Cancelled,App,0.05,2015.71,1414.53,Card,2024-02-15,Cust_1966,Pune,2022-05-17,2966.65
170,72,87,3,706.73,2024-01-24,Cancelled,Store,0.06,959.79,961.65,UPI,2024-01-24,Cust_170,Pune,2022-02-26,2120.19
321,73,67,1,1100.87,2024-01-30,Completed,App,0.18,661.68,null,null,null,Cust_321,Pune,2022-07-31,1100.87
292,74,7,4,581.11,2024-02-13,Cancelled,Store,0.01,541.42,462.55,UPI,2024-02-17,Cust_292,Mumbai,2023-08-05,2324.44
1369,75,1,2,373.95,2024-01-06,Completed,Store,0.01,1781.59,1072.11,Wallet,2024-01-06,Cust_1369,Mumbai,2023-07-11,747.9
958,76,55,5,215.89,2024-02-03,Completed,App,0.29,185.69,1014.14,NetBanking,2024-02-19,Cust_958,Delhi,2022-03-28,1079.4499999999998
1787,77,34,3,1590.73,2024-02-02,Completed,Web,0.16,594.73,912.57,UPI,2024-01-07,Cust_1787,Pune,2022-04-28,4772.1900000000005
1912,78,46,5,294.82,2024-02-15,Cancelled,App,0.12,1761.64,null,null,null,Cust_1912,Mumbai,2023-09-21,1474.1
671,79,59,4,334.26,2024-03-01,Cancelled,Web,0.23,264.52,1791.02,UPI,2024-01-13,Cust_671,Bangalore,2022-10-11,1337.04
1656,80,57,3,544.69,2024-01-02,Completed,App,0.17,688.35,320.12,NetBanking,2024-01-02,Cust_1656,Delhi,2022-08-20,1634.0700000000002
1493,81,47,5,926.28,2024-01-26,Cancelled,Store,0.03,2035.84,1460.97,Card,2024-01-29,Cust_1493,Bangalore,2023-12-01,4631.4
513,82,82,2,1888.51,2024-02-14,Cancelled,Store,0.2,1296.03,336.83,UPI,2024-02-25,Cust_513,Bangalore,2023-02-09,3777.02
910,83,60,5,703.07,2024-02-07,Completed,App,0.2,1128.93,1465.26,Wallet,2024-01-16,Cust_910,Pune,2022-03-21,3515.3500000000004
1,84,52,1,238,2024-02-12,Cancelled,Store,0.03,629.38,1097.24,Wallet,2024-01-08,Cust_1,Pune,2023-02-10,238
641,85,95,2,1995.59,2024-02-16,Cancelled,Store,0.22,1518.32,1766.07,Card,2024-02-24,Cust_641,Mumbai,2022-02-18,3991.18
359,86,72,4,611.36,2024-01-21,Completed,App,0.25,285.57,539.05,NetBanking,2024-01-15,Cust_359,Mumbai,2023-10-27,2445.44
1948,87,77,2,1668.68,2024-02-29,Completed,Store,0.11,282.47,216.97,UPI,2024-01-04,Cust_1948,Pune,2022-09-28,3337.36
1982,88,15,4,464.88,2024-01-28,Cancelled,Web,0.11,859.85,761.85,Card,2024-02-17,Cust_1982,Pune,2023-04-07,1859.52
355,89,9,2,1260.74,2024-02-11,Cancelled,Web,0.17,2157.86,332.08,Wallet,2024-01-08,Cust_355,Jaipur,2022-08-15,2521.48
29,90,84,1,1360.32,2024-01-24,Cancelled,App,0.09,456.82,843.65,Card,2024-02-06,Cust_29,Mumbai,2022-11-27,1360.32
1396,91,5,3,445.68,2024-01-19,Completed,Web,0.07,368.14,571.68,UPI,2024-02-25,Cust_1396,Pune,2023-04-12,1337.04
1590,92,33,3,498.43,2024-02-04,Cancelled,Web,0.15,1071.5,1339.17,Wallet,2024-02-19,Cust_1590,Jaipur,2022-01-19,1495.29
57,93,58,5,477.31,2024-02-09,Completed,App,0.25,2099.07,1420.46,UPI,2024-02-25,Cust_57,Delhi,2022-12-15,2386.55
1503,94,71,2,382.64,2024-02-02,Cancelled,Web,0.22,133.64,597.77,Card,2024-01-04,Cust_1503,Delhi,2022-11-27,765.28
1985,95,44,5,1659.37,2024-02-11,Cancelled,App,0.1,154.76,575.9,UPI,2024-02-07,Cust_1985,Pune,2023-11-16,8296.849999999999
1388,96,86,1,255.53,2024-02-23,Cancelled,Store,0.24,1738.61,1114.24,UPI,2024-02-04,Cust_1388,Pune,2023-06-20,255.53
568,97,44,5,1656.82,2024-01-12,Completed,Web,0.17,154.76,965.88,Card,2024-01-21,Cust_568,Jaipur,2022-03-13,8284.1
777,98,58,1,315.87,2024-01-12,Cancelled,Store,0.07,2099.07,1082.14,UPI,2024-03-01,Cust_777,Pune,2023-06-04,315.87
729,99,52,1,1975.64,2024-02-22,Cancelled,Store,0.09,629.38,984.54,NetBanking,2024-01-04,Cust_729,Bangalore,2023-01-29,1975.64
625,100,62,1,1391.58,2024-01-04,Completed,App,0.25,1802.26,null,null,null,Cust_625,Mumbai,2022-06-21,1391.58
1748,101,31,4,1874.05,2024-02-02,Completed,Store,0.05,1678.43,155.95,Card,2024-02-27,Cust_1748,Pune,2022-03-01,7496.2
16,102,28,2,1258.09,2024-02-28,Cancelled,Web,0.21,961.52,967.94,UPI,2024-01-08,Cust_16,Mumbai,2022-09-25,2516.18
1806,103,24,2,537.72,2024-01-22,Cancelled,Web,0.14,1612.33,1020.09,Card,2024-02-06,Cust_1806,Mumbai,2023-03-19,1075.44
259,104,75,3,725.79,2024-01-18,Cancelled,App,0.24,2288.62,1428.22,Wallet,2024-01-09,Cust_259,Bangalore,2023-09-27,2177.37
680,105,9,3,796.48,2024-01-24,Completed,Web,0.06,2157.86,597.32,Wallet,2024-01-31,Cust_680,Mumbai,2022-05-21,2389.44
1982,106,55,2,1397.58,2024-02-03,Completed,App,0.02,185.69,null,null,null,Cust_1982,Pune,2023-04-07,2795.16
1774,107,11,5,1110.62,2024-01-30,Cancelled,App,0.27,465.16,1463.87,NetBanking,2024-02-10,Cust_1774,Jaipur,2022-04-04,5553.099999999999
495,108,29,5,1169.65,2024-01-08,Cancelled,Web,0.21,1136.85,408.8,Card,2024-01-25,Cust_495,Jaipur,2022-08-04,5848.25
1752,109,8,1,1037.23,2024-02-12,Cancelled,Web,0.14,712.46,839.3,Card,2024-01-18,Cust_1752,Bangalore,2023-08-09,1037.23
86,110,43,5,1972.72,2024-02-28,Cancelled,Store,0.24,737.38,1599.51,UPI,2024-02-24,Cust_86,Pune,2023-02-10,9863.6
1465,111,21,4,798.61,2024-01-08,Cancelled,Store,0.16,500.9,1476.6,NetBanking,2024-02-24,Cust_1465,Jaipur,2022-05-12,3194.44
1664,112,96,3,1169.87,2024-01-13,Completed,App,0.16,214.39,168.39,UPI,2024-02-14,Cust_1664,Pune,2022-06-12,3509.6099999999997
301,113,61,4,1704.03,2024-02-10,Completed,Store,0.19,171.66,890.23,Card,2024-02-04,Cust_301,Bangalore,2022-09-18,6816.12
31,114,39,5,718.77,2024-02-28,Cancelled,Web,0.21,278.64,1110.24,UPI,2024-02-29,Cust_31,Pune,2022-07-25,3593.85
1531,115,22,3,143.79,2024-02-11,Cancelled,App,0.28,2015.71,495.97,NetBanking,2024-01-31,Cust_1531,Jaipur,2023-11-30,431.37
751,116,87,5,1154.16,2024-01-04,Completed,Web,0.08,959.79,617.31,Card,2024-02-25,Cust_751,Delhi,2022-05-11,5770.8
1940,117,51,4,337.85,2024-01-02,Cancelled,App,0.05,1795.45,1081.93,NetBanking,2024-02-10,Cust_1940,Bangalore,2022-05-06,1351.4
267,118,27,1,1743.12,2024-01-24,Completed,Store,0.23,2036.13,818.42,NetBanking,2024-01-21,Cust_267,Jaipur,2022-09-24,1743.12
1814,119,23,5,1080.05,2024-01-29,Cancelled,Web,0.22,339.97,1618.23,UPI,2024-01-11,Cust_1814,Jaipur,2023-06-06,5400.25
1139,120,44,1,595.11,2024-01-12,Completed,Web,0.21,154.76,1570.37,Wallet,2024-02-25,Cust_1139,Bangalore,2023-05-01,595.11
257,121,42,3,1510.3,2024-01-08,Cancelled,Store,0.15,2000.85,605.23,Wallet,2024-01-03,Cust_257,Bangalore,2022-06-07,4530.9
452,122,51,2,1446.95,2024-02-16,Completed,App,0.11,1795.45,1520.51,Card,2024-01-14,Cust_452,Jaipur,2023-03-03,2893.9
658,123,52,5,1756.72,2024-02-07,Completed,Web,0.07,629.38,1412.12,Card,2024-02-27,Cust_658,Bangalore,2022-01-12,8783.6
1705,124,68,5,1953.23,2024-02-21,Completed,Store,0.07,533.94,446.99,Card,2024-01-12,Cust_1705,Delhi,2022-10-13,9766.15
595,125,5,1,1236.64,2024-02-21,Cancelled,Web,0.15,368.14,391.37,Card,2024-01-14,Cust_595,Bangalore,2023-08-26,1236.64
1161,126,59,4,880.49,2024-01-20,Completed,Web,0.11,264.52,797.39,Wallet,2024-02-01,Cust_1161,Bangalore,2023-08-16,3521.96
429,127,3,3,897.79,2024-02-02,Cancelled,Web,0.13,1582.66,151.28,Card,2024-01-29,Cust_429,Pune,2022-05-05,2693.37
54,128,89,4,1324.57,2024-02-11,Cancelled,Store,0.1,2277.03,null,null,null,Cust_54,Bangalore,2023-02-03,5298.28
918,129,63,5,142.52,2024-02-14,Cancelled,App,0.04,1129.23,null,null,null,Cust_918,Delhi,2023-08-31,712.6
981,130,13,4,221.06,2024-01-24,Cancelled,Web,0.05,842.75,663.24,NetBanking,2024-01-15,Cust_981,Bangalore,2022-05-06,884.24
405,131,100,4,1306.39,2024-01-15,Completed,Store,0.04,369.61,205.9,UPI,2024-01-29,Cust_405,Mumbai,2022-04-12,5225.56
1322,132,58,5,955.64,2024-01-18,Completed,App,0.04,2099.07,null,null,null,Cust_1322,Pune,2022-07-28,4778.2
615,133,81,1,988.09,2024-01-06,Cancelled,Store,0.03,119.85,1621.27,NetBanking,2024-01-29,Cust_615,Jaipur,2022-02-08,988.09
1038,134,29,2,315.74,2024-01-29,Completed,Store,0.29,1136.85,940.59,Card,2024-01-17,Cust_1038,Pune,2022-09-02,631.48
64,135,31,1,487.77,2024-01-07,Cancelled,Store,0.26,1678.43,null,null,null,Cust_64,Bangalore,2023-10-29,487.77
447,136,14,2,2023.2,2024-02-01,Cancelled,App,0.11,797.83,463.45,UPI,2024-03-01,Cust_447,Jaipur,2022-07-02,4046.4
508,137,29,2,1103.13,2024-01-23,Completed,Store,0.23,1136.85,null,null,null,Cust_508,Pune,2023-03-28,2206.26
629,138,26,1,415,2024-01-29,Completed,App,0.02,1435.58,421.4,Card,2024-02-06,Cust_629,Delhi,2023-09-18,415
1986,139,41,5,1171.12,2024-01-28,Completed,Web,0.03,770.35,1362.89,Wallet,2024-01-03,Cust_1986,Jaipur,2023-08-20,5855.599999999999
1391,140,73,5,1856.11,2024-02-18,Completed,Store,0.28,409.77,1860.09,Wallet,2024-01-29,Cust_1391,Mumbai,2022-08-28,9280.55
601,141,90,1,1199.14,2024-02-05,Cancelled,Store,0.11,1018.13,367.77,Card,2024-02-14,Cust_601,Delhi,2023-04-21,1199.14
560,142,19,4,1217.12,2024-01-12,Completed,Store,0.08,477.44,535.29,Wallet,2024-02-18,Cust_560,Jaipur,2022-03-17,4868.48
1214,143,48,4,1368.51,2024-02-11,Completed,App,0.14,1661.19,867.6,Wallet,2024-01-21,Cust_1214,Mumbai,2022-03-01,5474.04
764,144,3,1,1317.35,2024-02-22,Cancelled,Store,0.25,1582.66,1838.79,Card,2024-01-09,Cust_764,Jaipur,2022-02-23,1317.35
1504,145,45,1,1517.9,2024-01-14,Completed,App,0.28,567.06,1515.83,NetBanking,2024-01-04,Cust_1504,Jaipur,2023-08-05,1517.9
16,146,48,2,1752.01,2024-01-04,Cancelled,Web,0.3,1661.19,null,null,null,Cust_16,Mumbai,2022-09-25,3504.02
1301,147,96,1,1216.19,2024-02-13,Completed,Store,0.27,214.39,1493.13,Card,2024-02-15,Cust_1301,Bangalore,2022-09-09,1216.19
1659,148,29,1,1117.23,2024-02-14,Cancelled,Store,0.05,1136.85,1086.21,UPI,2024-01-29,Cust_1659,Mumbai,2022-07-23,1117.23
1793,149,8,1,1416.03,2024-01-26,Completed,Web,0.14,712.46,1270.27,NetBanking,2024-02-22,Cust_1793,Mumbai,2022-11-26,1416.03
1058,150,58,1,1026.98,2024-02-05,Cancelled,App,0.04,2099.07,null,null,null,Cust_1058,Bangalore,2022-02-14,1026.98
747,151,52,5,1945.27,2024-01-20,Completed,Web,0.11,629.38,276.26,Wallet,2024-02-21,Cust_747,Delhi,2022-10-11,9726.35
790,152,77,4,672.51,2024-01-12,Completed,Web,0.12,282.47,1036.29,NetBanking,2024-01-27,Cust_790,Delhi,2023-05-20,2690.04
170,153,36,1,1773.04,2024-01-29,Completed,Store,0.04,1448.38,1493.71,Wallet,2024-02-26,Cust_170,Pune,2022-02-26,1773.04
638,154,80,2,1458.41,2024-01-06,Cancelled,Web,0.22,1059.51,1222.18,Wallet,2024-02-12,Cust_638,Jaipur,2023-04-20,2916.82
1204,155,92,2,1551.94,2024-01-13,Cancelled,Store,0.18,899.36,205.3,Wallet,2024-01-03,Cust_1204,Delhi,2022-01-19,3103.88
36,156,5,3,1998.5,2024-02-20,Cancelled,Store,0.29,368.14,1160.04,NetBanking,2024-01-10,Cust_36,Pune,2023-06-21,5995.5
516,157,73,4,100.59,2024-01-08,Cancelled,App,0.03,409.77,1207.28,NetBanking,2024-01-17,Cust_516,Pune,2022-10-29,402.36
1841,158,75,5,939.12,2024-02-29,Cancelled,Web,0.25,2288.62,1526.35,Card,2024-01-29,Cust_1841,Jaipur,2023-02-28,4695.6
1593,159,13,5,421.83,2024-02-09,Cancelled,Web,0.09,842.75,1774.87,NetBanking,2024-01-27,Cust_1593,Pune,2023-11-24,2109.15
1727,160,67,5,112.77,2024-02-04,Cancelled,Web,0.11,661.68,1490.94,UPI,2024-02-29,Cust_1727,Mumbai,2022-05-06,563.85
1826,161,99,4,567.01,2024-03-01,Cancelled,Store,0.05,1915.75,1028.87,Card,2024-01-01,Cust_1826,Pune,2022-05-07,2268.04
911,162,78,4,1706.27,2024-01-17,Completed,Web,0.03,2165.04,482.98,Card,2024-02-24,Cust_911,Delhi,2022-05-23,6825.08
264,163,16,1,659.39,2024-01-15,Cancelled,Web,0.29,603.33,640.28,Card,2024-01-31,Cust_264,Delhi,2022-05-31,659.39
1190,164,9,2,1452.51,2024-01-22,Cancelled,App,0.09,2157.86,1309.19,Card,2024-01-24,Cust_1190,Mumbai,2022-11-15,2905.02
280,165,39,4,605.1,2024-01-02,Completed,Web,0.25,278.64,958.7,UPI,2024-02-12,Cust_280,Bangalore,2023-06-29,2420.4
1980,166,21,2,847.11,2024-02-06,Completed,Web,0.1,500.9,1299.72,Wallet,2024-02-01,Cust_1980,Jaipur,2022-03-05,1694.22
286,167,60,5,931.83,2024-01-20,Completed,App,0.05,1128.93,991.48,Wallet,2024-02-10,Cust_286,Delhi,2022-12-04,4659.150000000001
1250,168,37,4,1679.61,2024-02-01,Cancelled,Store,0.26,1091.42,976.32,Card,2024-01-07,Cust_1250,Jaipur,2022-04-24,6718.44
617,169,91,4,600.94,2024-02-05,Completed,App,0.01,764.81,351.85,Wallet,2024-02-13,Cust_617,Bangalore,2022-06-06,2403.76
1642,170,38,4,1593.59,2024-02-17,Completed,Web,0.22,1301.49,1491.71,Wallet,2024-01-22,Cust_1642,Jaipur,2022-04-20,6374.36
98,171,15,3,676.88,2024-01-08,Completed,App,0.17,859.85,1430.56,UPI,2024-01-12,Cust_98,Mumbai,2023-10-11,2030.6399999999999
1227,172,7,5,444.96,2024-01-06,Cancelled,Store,0.1,541.42,1884.9,NetBanking,2024-01-22,Cust_1227,Delhi,2022-08-24,2224.7999999999997
372,173,52,4,1654.84,2024-02-23,Cancelled,Store,0.02,629.38,1056.09,UPI,2024-02-18,Cust_372,Bangalore,2022-11-10,6619.36
1876,174,56,4,1615.76,2024-02-11,Completed,Web,0.14,860.75,1234.41,Wallet,2024-02-17,Cust_1876,Delhi,2022-05-11,6463.04
1394,175,77,1,1393.37,2024-01-01,Completed,Store,0.21,282.47,1117.08,UPI,2024-02-14,Cust_1394,Pune,2022-08-10,1393.37
127,176,55,1,1613.57,2024-02-11,Cancelled,Web,0.16,185.69,212.97,NetBanking,2024-02-07,Cust_127,Bangalore,2022-04-19,1613.57
1650,177,42,3,1442.44,2024-02-22,Cancelled,Store,0.3,2000.85,364.77,NetBanking,2024-01-22,Cust_1650,Pune,2022-02-08,4327.32
646,178,59,2,1774.97,2024-01-10,Cancelled,Store,0.18,264.52,1326.74,Card,2024-02-03,Cust_646,Mumbai,2022-10-31,3549.94
191,179,92,4,1884.65,2024-02-22,Cancelled,Web,0.02,899.36,612.48,NetBanking,2024-02-10,Cust_191,Delhi,2022-06-11,7538.6
1455,180,10,1,1771.89,2024-02-19,Completed,App,0.01,1271.61,1436.04,NetBanking,2024-01-11,Cust_1455,Bangalore,2022-06-15,1771.89
1871,181,95,3,175.59,2024-01-31,Cancelled,Store,0.13,1518.32,1526.28,NetBanking,2024-01-24,Cust_1871,Mumbai,2022-05-05,526.77
360,182,55,4,1289.09,2024-01-01,Cancelled,App,0.02,185.69,988.01,UPI,2024-02-06,Cust_360,Bangalore,2022-07-14,5156.36
156,183,2,5,184.54,2024-02-11,Cancelled,Store,0.12,1837.12,303.53,NetBanking,2024-01-06,Cust_156,Delhi,2022-05-01,922.6999999999999
417,184,16,3,1172.46,2024-01-26,Cancelled,App,0.16,603.33,null,null,null,Cust_417,Delhi,2023-08-09,3517.38
