order_item_id,order_id,product_id,quantity,unit_price,discount_percent
465,329,340,1,2604.93,5.24
466,3,25,4,7444.8,37.46
467,123,103,-1,417.96,1.46
468,421,99,1,7081.83,79.69
469,426,341,2,543.3,51.25
470,418,168,3,1678.47,20.71
471,278,203,4,1867.48,35.66
472,89,8,4,293.45,21.28
473,113,34,3,3078.04,6.73
474,112,211,3,4096.69,99.05
475,365,275,5,7680.47,59.99
476,324,357,4,7784.46,69.37
477,171,90,3,5397.69,6.75
478,10,312,5,4186.0,74.18
479,258,301,1,5007.52,89.68
480,159,122,4,5034.18,5.99
481,192,256,3,3130.83,64.2
482,122,473,5,3661.06,87.73
483,69,143,3,6131.85,52.09
484,213,332,3,1986.28,73.29
485,176,125,2,7271.73,66.5
486,128,411,2,3175.59,32.16
487,227,323,1,4034.81,95.37
488,27,325,2,1179.38,17.37
489,282,426,2,809.68,72.5
490,160,85,2,1576.2,24.9
491,147,296,4,1770.93,86.24
492,247,41,3,1508.58,44.14
493,259,313,4,6592.91,79.36
494,11,391,4,849.22,90.65
495,154,305,5,5867.86,25.73
496,238,157,4,4584.71,48.08
497,171,70,4,7345.83,0.42
498,442,257,3,7420.39,94.03
499,497,381,3,2600.92,98.75
500,37,210,1,1170.92,93.21
501,84,100,4,6215.91,75.16
502,179,261,4,3071.81,5.77
503,198,475,4,2090.35,3.45
504,417,186,1,5233.6,26.13
505,234,484,2,4896.76,95.18
506,431,83,1,919.99,71.16
507,197,204,5,826.72,90.99
508,449,217,2,2172.4,30.22
509,496,273,4,5924.68,75.25
510,474,373,1,4666.37,79.75
511,417,74,3,7454.13,39.8
512,158,4,2,212.31,6.98
513,357,214,5,2449.05,43.09
514,91,192,2,1744.56,18.2
515,486,57,4,1858.07,20.09
516,384,94,2,7237.73,40.88
517,321,468,5,5164.18,7.98
518,44,194,1,2868.78,58.56
519,245,249,-1,2275.43,95.52
520,341,299,1,4274.21,0.73
521,309,267,3,3891.21,33.7
522,220,173,3,2876.0,31.52
523,123,482,3,3151.8,5.72
524,183,448,3,224.06,87.05
525,206,372,-2,1158.58,53.06
526,487,359,2,5023.14,65.89
527,244,264,4,224.41,63.81
528,483,417,-3,3009.6,4.58
529,414,377,3,2021.76,48.45
530,379,314,1,7524.86,94.15
531,244,338,1,2492.13,19.51
532,74,446,5,6321.92,71.67
533,17,66,4,2550.52,67.31
534,281,448,4,3681.04,11.57
535,340,277,2,1529.38,94.42
536,359,46,1,5782.97,16.02
537,476,168,4,1918.93,25.76
538,244,488,1,7397.34,63.35
539,252,47,3,7467.88,76.63
540,308,34,3,5796.05,73.6
541,196,335,5,3608.31,23.34
542,133,60,3,895.29,74.06
543,480,97,1,1193.86,31.34
544,195,296,1,4802.47,18.99
545,199,217,3,6420.64,93.39
546,65,267,5,1031.37,0.92
547,437,236,3,7554.54,83.72
548,256,349,4,2410.46,74.71
549,435,411,1,2609.35,99.03
550,64,141,5,6663.76,49.5
551,361,495,4,6519.64,15.27
552,367,108,2,610.02,86.54
553,92,439,4,2532.99,81.5
554,468,435,2,4473.95,33.74
555,348,243,3,3250.29,52.78
556,145,145,2,4474.48,9.73
557,166,386,5,622.16,93.46
558,156,235,2,3646.69,48.24
559,460,75,2,6037.38,73.53
560,5,186,5,6326.89,85.84
561,193,487,4,1512.14,5.63
562,183,499,4,609.28,98.03
563,333,174,5,1358.83,72.26
564,126,18,1,4011.28,68.8
565,489,89,4,7931.08,67.07
566,46,399,4,5272.43,27.52
567,335,228,-3,1109.7,12.21
568,329,343,5,4777.43,98.73
569,246,141,1,1612.55,48.42
570,331,360,4,1176.84,32.52
571,366,466,5,6540.37,1.97
572,285,419,5,4334.68,6.39
573,429,300,5,6362.53,12.41
574,386,107,1,4873.0,17.99
575,285,229,3,1204.76,20.62
576,83,45,5,6073.94,8.46
577,64,260,3,4446.53,42.31
578,484,337,1,560.1,94.58
579,464,401,3,3670.38,57.71
580,356,161,5,7975.02,60.62
581,262,108,1,548.94,3.67
582,73,154,2,4896.73,21.6
583,184,143,2,3491.72,54.98
584,134,196,2,849.38,25.42
585,218,482,2,750.35,73.27
586,325,357,2,4596.41,64.78
587,262,310,2,1397.23,99.24
588,223,195,1,2130.48,27.01
589,273,57,5,2768.99,8.9
590,466,171,3,6425.16,27.36
591,51,194,2,1019.02,92.56
592,90,270,3,6493.03,9.55
593,179,359,5,4502.03,60.75
594,460,25,2,6064.61,18.07
595,413,380,5,7079.76,40.27
596,304,66,-3,4205.81,15.55
597,65,74,4,2285.49,91.84
598,328,499,3,2143.07,60.87
599,362,235,2,2961.21,46.87
600,147,142,4,5804.04,92.38
601,118,157,1,3370.82,31.27
602,47,325,1,2072.29,9.36
603,295,30,1,4522.45,49.29
604,448,6,4,7473.04,13.64
605,255,264,5,3362.68,61.63
606,467,426,1,5680.22,74.97
607,126,379,5,530.38,44.87
608,87,346,5,1563.55,36.71
609,69,264,3,3497.23,37.91
610,192,497,1,5496.69,83.17
611,436,393,1,3968.37,26.48
612,2,378,5,7399.84,92.91
613,492,330,5,476.35,46.31
614,317,435,4,245.95,46.04
615,153,182,-1,7143.53,18.62
616,182,5,1,1740.85,52.91
617,461,79,4,4001.81,15.56
618,337,129,2,3119.61,36.45
619,457,94,5,1047.82,43.86
620,430,225,2,6027.31,0.58
621,453,446,2,2422.22,13.37
622,216,381,3,1450.44,19.9
623,246,492,3,4014.73,49.56
624,350,366,2,6162.26,88.18
625,257,372,4,7669.89,79.27
626,65,80,3,6185.6,23.65
627,348,425,3,4857.28,0.8
628,246,149,3,6135.02,24.77
629,79,374,5,2392.88,11.5
630,135,359,2,3547.44,47.39
631,401,415,1,4118.2,18.12
632,438,303,2,1231.91,3.84
633,99,476,2,5008.45,9.09
634,27,195,4,5661.24,98.01
635,114,173,4,4176.94,64.39
636,156,57,3,7555.39,71.16
637,127,164,1,204.18,66.04
638,165,109,3,7286.16,10.08
639,95,130,4,2573.98,9.69
640,7,350,5,1216.4,36.06
641,415,186,5,3098.42,65.02
642,108,300,4,1029.65,62.96
643,309,62,1,7314.98,65.44
644,98,99,4,784.06,54.66
645,176,155,4,1775.59,72.08
646,23,66,2,5750.5,89.16
647,389,437,5,7180.32,44.85
648,368,61,4,3468.23,93.13
649,258,405,1,2338.36,96.75
650,149,24,5,7785.3,19.02
651,418,204,4,6987.99,97.15
652,85,225,5,6279.1,40.08
653,140,106,-2,4660.8,59.21
654,5,451,5,5720.48,52.51
655,156,437,2,2294.41,11.91
656,115,24,5,504.91,14.81
657,453,143,2,6366.85,64.24
658,128,422,2,210.92,34.75
659,310,498,3,7582.14,88.4
660,136,370,2,4969.56,32.46
661,30,321,1,1910.38,96.52
662,91,132,1,7834.35,77.82
663,400,299,1,5567.3,94.57
664,132,446,5,6571.41,22.06
665,138,105,5,6894.13,39.55
666,229,119,4,7236.91,9.37
667,93,236,2,1573.66,56.97
668,483,374,2,364.17,16.29
669,91,419,4,1665.21,14.35
670,219,126,4,7769.01,10.02
671,270,71,1,3147.43,2.07
672,424,7,1,6206.92,26.77
673,481,322,-5,7737.61,95.76
674,55,278,3,862.73,13.92
675,389,289,4,2597.6,47.89
676,125,29,5,5094.39,12.31
677,423,23,1,1000.02,88.65
678,213,73,1,387.21,42.71
679,76,181,3,7056.12,38.47
680,453,367,1,7927.99,22.45
681,490,490,3,5002.43,11.84
682,473,474,1,4915.15,17.81
683,272,172,5,3516.91,89.31
684,352,155,5,2917.41,10.39
685,470,256,3,6523.61,71.13
686,40,404,1,7828.79,77.78
687,76,164,2,5826.48,78.55
688,245,418,1,3534.13,72.67
689,75,47,3,1618.6,38.5
690,164,254,4,7788.22,60.17
691,326,171,2,5300.84,24.59
692,215,282,4,4042.29,53.62
693,118,197,1,3490.36,57.79
694,356,416,2,2034.51,0.29
695,436,9,3,7669.4,92.09
696,31,467,3,6824.77,77.86
697,72,151,4,6855.84,97.18
698,468,216,2,1951.78,74.7
699,61,493,2,405.51,96.49
700,191,28,1,775.41,83.74
701,446,81,1,1301.96,24.5
702,7,292,4,1622.91,74.36
703,384,271,3,5835.95,44.4
704,331,356,1,1415.92,88.12
705,17,310,2,284.77,83.27
706,349,486,4,6670.24,91.92
707,257,157,2,1423.04,97.31
708,268,194,2,3323.14,5.6
709,201,95,5,802.23,69.24
710,245,161,4,1485.63,80.33
711,332,218,2,1014.32,36.27
712,399,434,-3,2401.21,54.16
713,34,109,-5,7295.56,18.77
714,104,327,1,863.31,57.01
715,23,289,4,2653.73,94.35
716,5,183,3,4101.69,31.45
717,201,372,3,5680.72,9.74
718,209,460,5,6498.46,15.02
719,301,408,4,6976.74,3.74
720,83,78,4,5082.43,95.28
721,119,453,2,5302.92,76.88
722,83,494,5,5884.02,65.14
723,477,394,3,1223.34,29.08
724,320,439,4,5759.55,68.29
725,123,107,5,7672.52,56.69
726,255,50,1,6989.57,54.71
727,497,409,1,3747.5,16.97
728,152,83,1,3033.96,8.92
729,92,364,4,3891.44,25.6
730,449,227,2,7779.11,48.83
731,187,440,3,6884.61,91.71
732,67,226,3,5072.13,31.36
733,43,350,4,2250.05,87.55
734,350,22,5,645.06,79.06
735,359,421,-5,6853.87,29.07
736,82,292,4,1939.8,87.42
737,343,48,3,5211.38,90.01
738,239,56,1,1045.12,95.95
739,204,394,4,2764.02,31.73
740,310,249,2,3914.51,27.84
741,20,280,2,1335.01,21.35
742,291,17,5,686.72,80.85
743,405,221,4,1849.64,2.29
744,389,351,4,5158.36,8.36
745,36,141,4,7015.45,45.14
746,215,269,2,2223.69,83.05
747,48,459,4,6074.77,16.45
748,179,483,4,4376.95,78.39
749,495,357,4,5604.63,38.91
750,6,288,5,5837.24,57.85
751,75,166,-3,7192.71,93.38
752,256,443,3,7765.81,40.64
753,267,370,1,7557.93,85.73
754,325,231,5,1905.26,97.9
755,216,357,5,4887.36,21.61
756,108,488,2,4699.32,1.44
757,417,187,1,2594.33,81.91
758,64,359,4,3756.78,41.04
759,181,425,5,7797.75,33.58
760,475,91,4,1579.78,59.49
761,278,224,4,5344.92,68.03
762,325,146,5,7265.89,9.92
763,45,413,1,328.13,93.25
764,54,255,5,977.68,44.41
765,298,413,1,6843.3,21.19
766,398,233,5,1725.37,46.96
767,64,180,4,6599.26,70.38
768,380,203,1,6301.13,50.76
769,138,451,3,7240.85,90.93
770,345,124,1,3433.54,1.55
771,79,405,3,4247.91,74.12
772,163,172,2,7944.07,24.18
773,499,201,2,3267.88,5.16
774,478,296,4,5162.93,97.74
775,89,207,3,3611.73,9.96
776,411,65,5,4700.08,39.2
777,391,322,3,1440.61,32.24
778,48,48,1,5105.37,59.33
779,15,317,5,814.43,38.24
780,381,376,2,5148.81,77.76
781,96,123,2,4376.25,24.53
782,400,414,4,5342.21,27.5
783,479,74,1,4718.97,10.34
784,236,475,5,1306.32,26.2
785,93,48,1,3018.9,83.83
786,201,52,4,3427.21,48.65
787,321,40,2,3126.98,31.36
788,466,231,2,279.09,17.87
789,291,324,5,1114.22,34.28
790,178,248,5,239.11,52.17
791,131,475,1,430.53,2.3
792,263,390,2,3046.15,89.86
793,16,168,2,5876.4,93.98
794,138,141,4,917.36,70.81
795,334,151,4,4067.25,51.27
796,205,473,2,1743.44,84.6
797,368,144,4,6386.6,58.76
798,85,407,2,4005.09,88.29
799,217,306,3,5058.71,60.73
800,220,103,5,7203.58,81.93
801,231,86,1,2173.9,40.98
802,310,424,5,433.53,17.99
803,166,220,2,766.59,65.7
804,191,75,3,2685.0,1.09
805,169,110,4,2708.18,23.26
806,34,198,3,4312.65,10.29
807,143,367,5,6497.93,67.13
808,294,458,4,3594.6,81.34
809,102,101,1,4089.48,99.03
810,216,62,1,4891.16,59.12
811,122,296,1,5220.6,85.61
812,3,467,4,6764.81,40.28
813,459,274,5,5229.25,6.95
814,49,425,4,2342.45,75.37
815,205,41,5,4051.79,4.71
816,153,357,4,5200.56,91.05
817,432,192,5,1947.31,82.55
818,72,54,3,5849.18,22.63
819,46,98,3,4392.96,0.49
820,353,445,1,6322.56,11.08
821,485,156,1,5565.79,79.16
822,195,139,2,4750.93,11.99
823,164,442,2,7124.83,96.58
