order_id,customer_id,order_date,region_code,status
133,369.0,2026-06-26 16:22:39,West,CANCELLED
134,83.0,2025-10-16 18:26:56,West,PLACED
135,66.0,2025-06-10 17:05:12,South,SHIPPED
136,21.0,2024-09-14 00:07:28,South,PLACED
137,473.0,2024-08-26 07:36:33,West,RETURNED
138,327.0,27-01-2025 21:27:12,East,PLACED
139,311.0,2024-12-26 19:09:36,West,SHIPPED
140,211.0,2025-04-21 13:55:51,South,RETURNED
141,136.0,2024-09-07 17:06:42,East,CANCELLED
142,36.0,2025-10-23 14:11:02,West,SHIPPED
143,104.0,2024-08-05 20:52:24,West,SHIPPED
144,91.0,2026-01-21 06:37:24,North,RETURNED
145,61.0,2025-05-02 01:25:08,South,RETURNED
146,1.0,2026-06-30 10:17:19,West,RETURNED
147,448.0,14-05-2025 17:37:28,West,SHIPPED
148,247.0,2025-10-27 10:12:40,West,DELIVERED
149,380.0,2025-11-29 05:03:21,North,CANCELLED
150,245.0,2025-08-16 05:18:37,North,DELIVERED
151,279.0,2025-02-15 01:14:11,South,PLACED
152,405.0,11-01-2026 06:21:25,North,RETURNED
153,,2025-10-14 14:45:32,East,CANCELLED
154,80.0,2024-08-21 04:15:05,East,DELIVERED
155,217.0,2026-02-28 10:10:11,East,CANCELLED
156,212.0,2026-04-05 15:14:05,West,SHIPPED
157,285.0,2024-11-20 16:21:13,East,RETURNED
158,362.0,2025-11-16 20:57:29,South,PLACED
159,229.0,2025-07-26 12:45:27,South,PLACED
160,206.0,2025-06-13 12:05:42,North,SHIPPED
161,326.0,15-07-2024 20:43:09,North,SHIPPED
162,308.0,2024-12-11 05:09:30,North,DELIVERED
163,41.0,2026-04-29 04:47:34,West,CANCELLED
164,267.0,2025-11-29 18:16:20,North,SHIPPED
165,225.0,30-06-2026 11:39:30,East,SHIPPED
166,,2026-03-23 23:01:47,South,RETURNED
167,19.0,2025-08-14 00:08:25,North,SHIPPED
168,142.0,2025-02-14 16:36:39,East,CANCELLED
169,103.0,2024-12-05 19:24:03,North,PLACED
170,372.0,2024-08-02 15:35:12,East,DELIVERED
171,142.0,2026-03-08 11:07:34,South,CANCELLED
172,295.0,16-10-2025 04:49:51,South,CANCELLED
173,287.0,2025-08-08 02:21:53,East,DELIVERED
174,412.0,2025-08-12 04:31:33,East,RETURNED
175,295.0,2026-01-01 01:06:35,West,CANCELLED
176,395.0,2025-01-03 11:43:22,East,CANCELLED
177,460.0,2025-10-28 09:02:08,North,CANCELLED
178,35.0,2024-11-16 04:27:11,South,SHIPPED
179,212.0,2025-12-13 01:47:17,North,DELIVERED
180,48.0,2024-08-04 13:17:28,East,PLACED
181,92.0,2025-04-12 23:06:09,East,SHIPPED
182,138.0,2025-01-09 09:07:47,South,CANCELLED
183,121.0,2025-11-28 07:30:16,East,SHIPPED
184,428.0,2024-07-07 18:25:05,East,SHIPPED
185,62.0,2024-11-06 20:02:46,West,RETURNED
186,,2024-09-12 23:55:49,North,CANCELLED
187,162.0,2025-02-06 20:53:56,East,CANCELLED
188,392.0,2026-03-05 03:13:08,East,CANCELLED
189,296.0,2025-05-13 19:02:48,West,CANCELLED
190,17.0,2025-04-07 19:50:23,West,SHIPPED
191,62.0,2025-12-09 16:28:06,West,DELIVERED
192,7.0,2025-05-10 11:03:52,West,RETURNED
193,186.0,2025-05-18 11:13:00,East,SHIPPED
194,122.0,2025-10-05 18:23:21,East,DELIVERED
195,218.0,2024-12-10 03:07:09,East,DELIVERED
196,144.0,2025-08-13 16:29:11,South,RETURNED
197,417.0,2024-07-19 11:30:56,East,SHIPPED
198,439.0,2026-01-30 22:21:02,South,SHIPPED
199,5.0,2026-01-05 01:31:35,West,SHIPPED
200,435.0,2024-08-29 20:10:47,East,CANCELLED
201,288.0,2026-06-21 11:46:19,North,CANCELLED
202,84.0,2024-09-15 13:52:35,East,CANCELLED
203,50.0,2025-09-07 10:12:45,East,DELIVERED
204,287.0,2025-02-13 12:24:41,East,DELIVERED
205,,2026-01-22 13:16:10,South,RETURNED
206,333.0,2026-04-13 01:00:00,East,DELIVERED
207,262.0,2025-09-14 19:42:03,West,PLACED
208,147.0,2026-06-18 06:03:59,South,SHIPPED
209,476.0,2025-10-03 07:42:39,West,PLACED
210,176.0,2025-04-03 22:01:43,East,DELIVERED
211,310.0,2025-04-03 10:28:05,East,CANCELLED
212,481.0,2026-04-01 23:21:44,West,CANCELLED
213,438.0,07-02-2025 07:32:34,South,DELIVERED
214,359.0,2024-12-30 07:31:01,South,SHIPPED
215,49.0,2025-10-21 12:29:46,West,RETURNED
216,395.0,2024-12-05 15:16:31,North,PLACED
217,80.0,2025-06-25 18:23:07,West,DELIVERED
218,378.0,2026-06-29 16:11:06,South,SHIPPED
219,88.0,17-05-2025 07:21:26,East,DELIVERED
220,240.0,2025-09-27 02:06:04,East,RETURNED
221,497.0,2024-07-11 03:46:20,South,RETURNED
222,324.0,2025-01-26 08:27:35,West,RETURNED
223,274.0,2024-11-20 11:56:52,East,CANCELLED
224,413.0,2025-05-19 18:36:09,East,DELIVERED
225,80.0,2025-08-04 18:01:30,North,RETURNED
226,435.0,2024-09-28 05:42:49,East,CANCELLED
227,353.0,2025-09-14 10:41:39,West,DELIVERED
228,,2024-09-01 18:26:07,East,RETURNED
229,4.0,2025-08-02 08:48:58,South,CANCELLED
230,224.0,2025-02-21 02:18:52,South,CANCELLED
231,113.0,2025-03-28 14:29:11,West,SHIPPED
232,410.0,2024-10-06 10:16:07,East,DELIVERED
233,273.0,2026-03-23 04:59:28,West,SHIPPED
234,94.0,2025-08-10 05:25:13,North,CANCELLED
235,140.0,2025-01-23 16:48:57,West,SHIPPED
236,78.0,19-05-2026 00:59:38,North,SHIPPED
237,145.0,2025-08-29 08:18:32,West,PLACED
238,78.0,31-03-2026 03:13:41,South,DELIVERED
239,403.0,2026-03-15 18:54:38,East,CANCELLED
240,17.0,2025-09-27 01:51:42,South,PLACED
241,201.0,2025-01-17 20:02:18,West,SHIPPED
242,431.0,2025-12-28 17:44:14,West,PLACED
243,394.0,2025-06-16 10:52:07,West,CANCELLED
244,18.0,2025-04-26 10:20:56,North,RETURNED
245,107.0,2025-09-17 23:17:12,East,DELIVERED
246,373.0,18-07-2025 04:34:39,North,DELIVERED
247,153.0,2026-02-25 14:17:30,North,SHIPPED
248,121.0,2025-01-12 12:00:18,East,PLACED
249,142.0,2026-02-15 21:23:18,West,SHIPPED
250,,28-03-2025 08:47:54,West,RETURNED
251,395.0,2026-03-01 23:16:21,South,CANCELLED
252,317.0,2025-06-28 22:37:03,North,PLACED
253,79.0,2025-12-18 22:54:31,North,SHIPPED
254,163.0,2025-06-30 09:30:52,East,CANCELLED
255,11.0,2026-06-03 21:28:42,East,SHIPPED
256,21.0,2025-10-06 08:18:07,West,RETURNED
257,357.0,2026-05-08 02:20:30,South,RETURNED
258,375.0,2024-07-28 18:55:01,South,PLACED
259,231.0,2025-07-16 21:38:17,East,RETURNED
260,1.0,2024-10-05 20:27:40,West,SHIPPED
261,318.0,2025-01-23 19:10:18,South,DELIVERED
262,338.0,2024-08-29 00:21:56,West,SHIPPED
263,255.0,2025-04-30 18:36:33,South,RETURNED
264,210.0,2025-11-11 17:22:30,North,PLACED
265,35.0,12-03-2026 02:40:36,South,SHIPPED
266,104.0,2024-12-25 17:17:14,South,PLACED
267,,2025-12-15 07:38:07,West,CANCELLED
268,360.0,2026-01-03 03:55:58,North,DELIVERED
269,368.0,2025-01-02 03:16:17,South,CANCELLED
270,427.0,2026-03-21 01:09:09,North,DELIVERED
271,481.0,2025-03-09 18:42:35,East,PLACED
272,137.0,2025-05-23 21:14:25,North,DELIVERED
273,111.0,2025-04-07 19:15:16,North,PLACED
274,273.0,2025-08-12 17:23:58,South,RETURNED
275,292.0,2025-08-27 14:20:18,South,RETURNED
276,213.0,2024-07-15 02:18:59,East,CANCELLED
277,219.0,2026-01-02 21:16:03,South,SHIPPED
278,259.0,2026-04-14 21:58:03,South,RETURNED
279,227.0,2025-01-28 02:15:25,East,RETURNED
280,167.0,2025-01-16 08:55:13,West,CANCELLED
281,166.0,2025-02-15 16:31:44,South,CANCELLED
282,475.0,2024-09-17 18:53:04,East,CANCELLED
283,204.0,13-05-2025 09:40:08,North,DELIVERED
284,266.0,2025-12-12 19:42:08,East,PLACED
285,114.0,2026-02-09 03:29:07,East,PLACED
286,483.0,2026-04-06 07:00:16,East,RETURNED
287,293.0,2025-03-30 04:16:20,South,PLACED
288,,2024-09-04 14:20:34,South,DELIVERED
289,299.0,2025-09-11 06:39:08,East,DELIVERED
290,205.0,2026-06-30 23:32:50,South,PLACED
291,406.0,2024-11-23 04:16:42,West,RETURNED
292,49.0,2025-07-12 16:42:02,East,PLACED
293,296.0,2025-03-08 08:04:32,North,DELIVERED
294,419.0,2025-04-08 03:29:15,North,SHIPPED
295,435.0,2024-12-24 07:25:51,North,CANCELLED
296,269.0,02-06-2026 04:19:34,South,DELIVERED
297,114.0,2025-09-26 03:50:29,West,CANCELLED
298,295.0,2025-02-01 12:59:57,South,CANCELLED
299,202.0,2024-11-26 12:24:43,East,PLACED
300,382.0,07-02-2026 02:25:25,West,DELIVERED
301,257.0,2025-12-20 03:06:22,South,SHIPPED
302,102.0,2026-06-30 02:16:40,South,RETURNED
303,377.0,2026-06-14 07:20:25,South,PLACED
304,221.0,2024-12-02 06:02:31,North,PLACED
305,217.0,2025-07-30 03:05:05,South,DELIVERED
306,336.0,31-01-2026 01:49:52,East,SHIPPED
307,316.0,2024-12-09 15:07:01,West,RETURNED
308,23.0,2025-01-05 23:11:46,South,SHIPPED
309,80.0,2026-01-29 18:27:16,North,PLACED
310,125.0,2025-01-11 13:19:24,South,DELIVERED
311,,2026-05-16 10:09:44,North,DELIVERED
312,12.0,2025-01-29 16:34:40,South,SHIPPED
313,385.0,2024-12-15 03:41:46,West,RETURNED
314,73.0,2025-01-01 13:48:04,North,CANCELLED
315,340.0,2024-12-12 00:54:20,East,SHIPPED
316,103.0,2026-04-17 01:28:54,East,PLACED
317,484.0,17-01-2025 11:43:23,West,DELIVERED
318,468.0,2026-04-18 03:28:19,North,PLACED
319,453.0,2025-10-31 00:32:42,South,CANCELLED
320,364.0,2025-04-10 01:53:39,East,CANCELLED
321,273.0,2024-11-05 17:01:52,South,RETURNED
322,288.0,2026-03-04 13:31:43,North,PLACED
323,272.0,2024-09-28 09:53:44,West,CANCELLED
324,10.0,2024-10-08 15:45:36,East,DELIVERED
325,121.0,2026-06-22 06:36:47,East,PLACED
326,450.0,2024-09-06 12:10:38,North,RETURNED
327,116.0,2025-12-14 11:06:50,West,SHIPPED
328,196.0,2025-12-04 20:11:03,South,CANCELLED
329,79.0,2025-07-25 05:00:06,East,RETURNED
330,278.0,2025-10-27 07:37:38,South,RETURNED
331,410.0,2024-07-12 16:32:14,South,DELIVERED
332,461.0,2026-02-21 03:36:27,South,CANCELLED
333,500.0,2026-05-04 06:21:58,South,DELIVERED
334,273.0,2025-09-01 02:52:08,North,SHIPPED
335,451.0,2024-08-09 08:54:17,North,DELIVERED
336,212.0,2026-04-27 05:07:34,East,CANCELLED
337,421.0,2025-07-17 03:38:20,East,SHIPPED
338,55.0,2025-04-21 20:40:04,North,RETURNED
339,311.0,2025-11-01 15:08:36,South,RETURNED
340,352.0,09-03-2025 12:51:37,North,CANCELLED
341,434.0,2025-07-24 22:57:10,East,SHIPPED
342,252.0,2026-06-05 03:15:20,South,SHIPPED
343,210.0,2026-05-22 19:51:20,North,DELIVERED
344,114.0,2026-06-04 06:21:02,South,SHIPPED
345,475.0,2025-09-26 18:52:49,West,RETURNED
346,167.0,2026-05-13 08:05:16,South,CANCELLED
347,22.0,2025-02-05 22:27:28,West,DELIVERED
348,481.0,2025-07-23 18:20:16,North,RETURNED
349,234.0,2024-11-26 14:02:29,North,SHIPPED
350,203.0,2026-02-21 03:56:43,North,RETURNED
351,392.0,2026-06-19 00:40:04,North,SHIPPED
352,204.0,2025-08-08 13:17:04,East,CANCELLED
353,151.0,2025-02-10 05:36:41,North,RETURNED
354,238.0,2025-05-12 14:04:28,West,PLACED
355,58.0,2024-12-27 01:10:21,South,CANCELLED
356,231.0,10-02-2026 05:14:02,West,RETURNED
357,459.0,2025-09-28 10:52:52,West,PLACED
358,355.0,2024-10-15 03:44:27,South,PLACED
359,362.0,2024-08-18 14:27:29,East,PLACED
360,197.0,2025-08-19 21:28:55,South,CANCELLED
361,23.0,2026-03-20 08:32:03,East,RETURNED
362,442.0,2025-06-01 05:37:58,South,SHIPPED
363,27.0,2025-07-14 01:35:43,East,CANCELLED
364,93.0,2026-07-07 09:29:27,South,SHIPPED
365,,2025-08-31 13:42:29,North,CANCELLED
366,256.0,2024-08-01 20:04:29,North,RETURNED
367,122.0,2025-08-01 19:52:47,West,CANCELLED
368,41.0,2025-04-03 06:59:54,North,SHIPPED
369,143.0,2025-05-09 08:28:42,South,PLACED
370,29.0,2026-05-06 20:05:02,North,SHIPPED
371,342.0,2025-12-22 15:20:33,East,DELIVERED
372,26.0,2026-03-02 04:57:40,South,SHIPPED
373,313.0,2024-11-20 07:34:40,South,CANCELLED
374,185.0,2025-06-27 15:48:53,North,DELIVERED
375,460.0,2024-10-09 00:53:18,North,CANCELLED
376,34.0,2025-12-31 21:17:06,South,PLACED
377,141.0,2025-08-14 01:06:25,West,RETURNED
378,108.0,2025-06-29 21:24:01,North,RETURNED
379,323.0,2025-03-09 17:13:44,North,CANCELLED
380,310.0,2025-12-24 20:52:44,East,CANCELLED
381,163.0,2024-07-14 01:59:50,East,SHIPPED
382,255.0,2024-07-16 17:24:12,West,CANCELLED
383,453.0,2025-12-13 03:15:17,East,SHIPPED
384,,18-12-2024 05:46:20,North,SHIPPED
385,213.0,2025-04-28 06:06:49,East,DELIVERED
386,327.0,2025-10-01 19:50:28,South,DELIVERED
387,35.0,2024-09-23 19:08:19,East,PLACED
388,171.0,2025-03-17 07:38:00,North,SHIPPED
389,427.0,2025-04-14 09:49:08,West,CANCELLED
390,331.0,2025-10-26 12:04:28,South,CANCELLED
391,275.0,2026-05-07 22:57:46,West,CANCELLED
392,29.0,2025-01-25 06:14:10,East,RETURNED
393,162.0,2024-11-29 21:50:14,North,SHIPPED
394,170.0,2025-09-06 15:01:33,East,PLACED
395,144.0,2025-01-27 16:55:27,East,CANCELLED
396,432.0,2025-01-07 17:39:26,West,SHIPPED
397,443.0,2025-02-01 19:11:47,East,DELIVERED
398,140.0,2025-07-08 15:34:38,West,SHIPPED
399,425.0,2025-10-26 17:46:40,South,RETURNED
400,58.0,2025-03-31 00:50:40,North,SHIPPED
401,228.0,2025-04-17 18:23:01,West,RETURNED
402,175.0,2024-11-27 09:27:44,East,DELIVERED
403,447.0,2025-07-29 22:48:36,South,SHIPPED
404,236.0,2025-06-01 19:55:52,North,PLACED
405,23.0,2024-12-18 01:40:22,North,DELIVERED
406,24.0,2025-05-29 01:31:18,East,PLACED
407,160.0,2026-01-02 19:17:35,South,DELIVERED
408,147.0,2026-02-11 19:00:30,East,CANCELLED
409,140.0,2025-04-22 17:25:03,East,PLACED
410,,2025-04-17 02:36:35,North,SHIPPED
411,282.0,2026-05-02 02:51:20,South,DELIVERED
412,88.0,2025-05-14 16:39:01,East,RETURNED
413,67.0,09-02-2025 17:44:07,North,PLACED
414,45.0,2025-06-22 15:15:37,South,RETURNED
415,323.0,2024-11-24 06:26:28,West,RETURNED
416,171.0,2025-09-24 08:54:44,North,CANCELLED
417,48.0,2024-10-17 09:40:27,West,PLACED
418,351.0,2025-09-27 20:28:53,West,CANCELLED
419,115.0,2025-12-22 09:15:07,East,DELIVERED
420,359.0,2025-01-01 01:51:21,East,DELIVERED
421,16.0,2026-03-31 22:40:37,North,DELIVERED
422,434.0,2024-09-23 02:46:11,East,RETURNED
423,261.0,2026-01-18 10:02:13,North,DELIVERED
424,37.0,2025-02-02 05:16:44,West,CANCELLED
425,123.0,2026-03-24 02:20:31,South,CANCELLED
426,175.0,2025-01-06 16:47:24,West,CANCELLED
427,176.0,2025-09-11 21:21:06,South,SHIPPED
428,40.0,2025-06-08 06:12:16,West,PLACED
429,238.0,2026-05-03 15:48:53,North,CANCELLED
430,490.0,2025-04-29 09:14:38,North,RETURNED
431,195.0,2024-12-06 19:56:46,North,PLACED
432,72.0,2024-10-28 19:47:14,North,SHIPPED
433,232.0,2026-03-20 22:50:31,West,RETURNED
434,101.0,2026-02-01 04:29:02,East,DELIVERED
435,468.0,2024-10-31 16:50:27,West,DELIVERED
436,299.0,09-07-2025 22:10:48,West,SHIPPED
437,32.0,2026-03-25 07:48:35,North,PLACED
438,421.0,2024-07-15 02:40:21,North,DELIVERED
439,121.0,2024-11-21 17:15:40,West,DELIVERED
440,208.0,2025-05-30 22:46:40,South,SHIPPED
441,97.0,2025-07-30 14:14:29,East,CANCELLED
442,447.0,2024-10-19 23:47:48,South,PLACED
443,9.0,2026-06-01 08:49:49,West,CANCELLED
444,70.0,2026-04-28 06:50:19,West,CANCELLED
445,357.0,2025-11-09 09:16:05,West,RETURNED
446,261.0,2025-08-13 02:46:17,West,CANCELLED
447,96.0,2025-08-26 07:13:11,North,RETURNED
448,375.0,2026-01-18 05:16:52,East,CANCELLED
449,296.0,2025-03-09 18:38:43,North,RETURNED
450,189.0,2026-03-09 12:43:48,West,PLACED
451,375.0,2025-07-20 12:19:15,East,CANCELLED
452,268.0,2025-02-25 14:06:20,North,SHIPPED
453,380.0,2025-01-18 11:33:29,North,RETURNED
454,160.0,2025-09-17 04:04:59,East,RETURNED
455,241.0,2026-05-05 08:41:59,West,RETURNED
456,216.0,2025-09-21 14:15:56,East,DELIVERED
457,356.0,2024-08-13 14:25:44,East,RETURNED
458,323.0,2025-05-12 23:48:46,South,RETURNED
459,150.0,2024-09-22 10:05:13,North,DELIVERED
460,65.0,2025-12-25 21:43:15,East,DELIVERED
461,144.0,2024-11-11 09:58:35,East,PLACED
462,310.0,2024-08-23 04:13:20,South,CANCELLED
463,90.0,2024-12-21 21:39:54,South,CANCELLED
464,271.0,2026-03-31 15:43:53,East,PLACED
465,305.0,2025-01-21 01:21:58,South,CANCELLED
466,212.0,2025-07-12 16:24:06,South,CANCELLED
467,86.0,2026-04-20 04:37:45,East,PLACED
468,387.0,2025-11-08 18:32:44,North,SHIPPED
469,244.0,2024-09-20 08:15:37,South,CANCELLED
470,200.0,2025-06-21 22:57:52,South,RETURNED
471,7.0,2026-02-05 21:17:12,West,CANCELLED
472,493.0,2025-03-24 11:30:47,North,PLACED
473,327.0,2025-01-25 07:30:37,West,RETURNED
474,440.0,2025-04-13 21:52:58,East,DELIVERED
475,131.0,2025-04-13 09:39:52,West,CANCELLED
476,384.0,2025-09-15 18:44:41,South,RETURNED
477,354.0,2025-09-13 13:27:27,East,RETURNED
478,,01-07-2026 07:54:17,North,PLACED
479,269.0,2026-03-28 16:51:12,West,DELIVERED
480,146.0,2025-01-23 17:12:56,North,PLACED
481,30.0,2025-03-31 20:18:10,South,RETURNED
482,363.0,2024-07-22 22:49:13,North,RETURNED
483,337.0,2025-05-23 08:50:33,South,PLACED
484,130.0,2024-10-09 17:05:37,North,CANCELLED
485,142.0,2025-04-06 05:51:50,East,DELIVERED
486,38.0,2026-05-12 05:59:07,North,CANCELLED
487,31.0,2025-12-17 09:27:41,East,SHIPPED
488,252.0,2025-10-20 21:49:06,South,RETURNED
489,331.0,2024-12-09 01:54:39,South,RETURNED
490,112.0,2025-09-28 14:23:47,North,CANCELLED
491,53.0,27-09-2025 20:30:49,North,RETURNED
492,398.0,2025-11-24 07:26:01,West,SHIPPED
493,1.0,2025-11-23 17:44:27,West,DELIVERED
494,169.0,2025-08-29 18:16:46,North,RETURNED
495,395.0,2024-11-20 02:42:09,West,CANCELLED
496,400.0,2026-03-05 15:04:44,North,RETURNED
497,197.0,2025-02-13 14:33:15,West,PLACED
498,479.0,2025-04-09 08:46:31,East,DELIVERED
499,324.0,2025-03-17 01:11:06,North,DELIVERED
500,492.0,2025-12-12 10:17:13,West,DELIVERED
