product_id,product_name,category,subcategory,cost_price
184,System Decor,Home,Decor,1960.5
185,Four Biography,Books,Biography,1523.22
186,Later Furniture,Home,Furniture,1356.58
187,Concern Education,Books,Education,4671.82
188,Above Kitchen,Home,Kitchen,1272.48
189,Form Laptop,Electronics,Laptop,2125.18
190,Employee Fiction,Books,Fiction,4826.14
191,Stock Jacket,Clothing,Jacket,2430.93
192,Do Shoes,Clothing,Shoes,4548.89
193,Seem Laptop,Electronics,Laptop,4689.68
194,Sister Jacket,Clothing,Jacket,4606.21
195,Put Comics,Books,Comics,4374.22
196,   Least Furniture   ,Home,Furniture,625.77
197,Factor Decor,Home,Decor,2669.16
198,Though Jacket,Clothing,Jacket,1720.35
199,hERE bIOGRAPHY,Books,Biography,1751.85
200,Center Kitchen,Home,Kitchen,4495.51
201,Respond Biography,Books,Biography,1005.43
202,Significant Jacket,Clothing,Jacket,1377.85
203,Glass Jacket,Clothing,Jacket,1579.53
204,Understand Headphones,Electronics,Headphones,404.41
205,Media Camera,Electronics,Camera,2562.35
206,Maintain Furniture,Home,Furniture,1900.97
207,Like Jeans,Clothing,Jeans,2329.4
208,Her Lighting,Home,Lighting,3811.02
209,Stage Jeans,Clothing,Jeans,3958.12
210,Focus Biography,Books,Biography,402.61
211,Message Jeans,Clothing,Jeans,2265.02
212,Ok Jacket,Clothing,Jacket,4062.59
213,Boy Education,Books,Education,382.91
214,Continue Biography,Books,Biography,4100.62
215,   Race Shirt   ,Clothing,Shirt,412.42
216,Policy Mobile,Electronics,Mobile,1506.74
217,Beat Jeans,Clothing,Jeans,3264.82
218,Thought Biography,Books,Biography,4361.14
219,Fast Comics,Books,Comics,4385.31
220,Town Shoes,Clothing,Shoes,2025.99
221,The Jeans,Clothing,Jeans,4894.6
222,Challenge Comics,Books,Comics,1312.81
223,Vote Kitchen,Home,Kitchen,3652.62
224,Nothing Mobile,Electronics,Mobile,3853.66
225,Debate Laptop,Electronics,Laptop,264.52
226,Everyone Laptop,Electronics,Laptop,1248.26
227,Similar Shirt,Clothing,Shirt,1247.39
228,Various Decor,Home,Decor,4929.91
229,Produce Jacket,Clothing,Jacket,4747.75
230,bALL jACKET,Clothing,Jacket,1787.63
231,Short Biography,Books,Biography,1569.45
232,Bag Jacket,Clothing,Jacket,4301.95
233,Wait Jacket,Clothing,Jacket,4842.15
234,After Jacket,Clothing,Jacket,3268.86
235,Time Biography,Books,Biography,1033.36
236,Movement Lighting,Home,Lighting,4380.74
237,Program Jeans,Clothing,Jeans,1731.53
238,Allow Laptop,Electronics,Laptop,674.85
239,Tax Education,Books,Education,2043.5
240,Party Shoes,Clothing,Shoes,2714.89
241,Particular Decor,Home,Decor,2536.66
242,Interview Camera,Electronics,Camera,1095.32
243,   Specific Lighting   ,Home,Lighting,3732.14
244,Performance Headphones,Electronics,Headphones,3628.06
245,Difference Kitchen,Home,Kitchen,2891.97
246,What Jacket,Clothing,Jacket,1754.06
247,Although Comics,Books,Comics,1825.66
248,Ok Jacket,Clothing,Jacket,4952.59
249,Ever Mobile,Electronics,Mobile,4108.18
250,Of Mobile,Electronics,Mobile,1234.02
251,Wall Shirt,Clothing,Shirt,396.21
252,   Notice Comics   ,Books,Comics,2115.56
253,Marriage Headphones,Electronics,Headphones,2560.86
254,Ready Education,Books,Education,829.6
255,Stage Shoes,Clothing,Shoes,2044.79
256,Church Lighting,Home,Lighting,3516.46
257,History Furniture,Home,Furniture,3821.97
258,Including Camera,Electronics,Camera,374.96
259,Dog Laptop,Electronics,Laptop,3260.05
260,Vote Furniture,Home,Furniture,1225.86
261,   Sport Biography   ,Books,Biography,4635.37
262,Perform Laptop,Electronics,Laptop,4811.2
263,Significant Jacket,Clothing,Jacket,2863.4
264,Tough Biography,Books,Biography,3973.44
265,Fill Headphones,Electronics,Headphones,4209.51
266,Center Lighting,Home,Lighting,3207.2
267,Majority Comics,Books,Comics,1939.59
268,More Jacket,Clothing,Jacket,4010.47
269,Mrs Mobile,Electronics,Mobile,3941.06
270,Believe Jacket,Clothing,Jacket,125.46
271,Industry Lighting,Home,Lighting,749.28
272,Himself Jacket,Clothing,Jacket,2099.42
273,Morning Mobile,Electronics,Mobile,3030.41
274,   Action Lighting   ,Home,Lighting,3917.93
275,Recognize Jeans,Clothing,Jeans,1417.7
276,Edge Lighting,Home,Lighting,1452.21
277,Thus Lighting,Home,Lighting,4726.69
278,Sure Education,Books,Education,133.16
279,Positive Biography,Books,Biography,4324.77
280,Return Biography,Books,Biography,3290.08
281,Company Shoes,Clothing,Shoes,1084.17
282,Sometimes Kitchen,Home,Kitchen,1528.1
283,My Education,Books,Education,3950.75
284,Challenge Furniture,Home,Furniture,4986.6
285,Like Shirt,Clothing,Shirt,3571.0
286,Collection Biography,Books,Biography,4254.16
287,Country Comics,Books,Comics,1338.14
288,Others Jacket,Clothing,Jacket,4954.43
289,Others Comics,Books,Comics,4361.21
290,Receive Fiction,Books,Fiction,4487.96
291,Turn Mobile,Electronics,Mobile,1839.54
292,Child Camera,Electronics,Camera,4001.53
293,Simply Mobile,Electronics,Mobile,3759.58
294,Sign Jacket,Clothing,Jacket,3429.82
295,Member Shoes,Clothing,Shoes,1547.62
296,Wrong Mobile,Electronics,Mobile,1806.81
297,Her Lighting,Home,Lighting,1806.67
298,Amount Camera,Electronics,Camera,429.15
299,   Discuss Mobile   ,Electronics,Mobile,635.88
300,Sort Jeans,Clothing,Jeans,1721.85
301,Method Comics,Books,Comics,1003.81
302,   Each Comics   ,Books,Comics,1066.89
303,   At Comics   ,Books,Comics,1463.89
304,Everything Mobile,Electronics,Mobile,1892.39
305,Hope Jacket,Clothing,Jacket,2498.47
306,East Lighting,Home,Lighting,1804.83
307,And Education,Books,Education,1557.48
308,Relate Laptop,Electronics,Laptop,673.05
309,Design Kitchen,Home,Kitchen,775.55
310,National Comics,Books,Comics,3497.82
311,Whatever Jeans,Clothing,Jeans,1641.44
312,Strong Fiction,Books,Fiction,2474.58
313,Herself Jacket,Clothing,Jacket,2525.35
314,Important Comics,Books,Comics,919.54
315,Manager Laptop,Electronics,Laptop,2734.28
316,Whose Jacket,Clothing,Jacket,2527.04
317,Look Mobile,Electronics,Mobile,4955.38
318,Upon Camera,Electronics,Camera,601.84
319,aNY sHOES,Clothing,Shoes,1387.79
320,Among Camera,Electronics,Camera,4078.26
321,Range Shoes,Clothing,Shoes,2198.02
322,Game Jeans,Clothing,Jeans,2893.36
323,Board Kitchen,Home,Kitchen,1517.73
324,Score Furniture,Home,Furniture,2116.82
325,Near Headphones,Electronics,Headphones,4343.79
326,Property Jeans,Clothing,Jeans,3831.22
327,Themselves Comics,Books,Comics,3176.28
328,Eye Comics,Books,Comics,3867.53
329,They Biography,Books,Biography,2328.01
330,Site Biography,Books,Biography,4251.12
331,Everyone Camera,Electronics,Camera,4265.52
332,Particular Education,Books,Education,2524.1
333,Off Decor,Home,Decor,2874.1
334,Over Biography,Books,Biography,325.12
335,Contain Fiction,Books,Fiction,2262.3
336,However Camera,Electronics,Camera,746.37
337,Ready Kitchen,Home,Kitchen,557.37
338,Human Decor,Home,Decor,3279.66
339,History Camera,Electronics,Camera,3800.64
340,pEOPLE fICTION,Books,Fiction,2436.35
341,Ready Jeans,Clothing,Jeans,139.51
342,Water Furniture,Home,Furniture,747.66
343,Thing Laptop,Electronics,Laptop,601.89
344,Bank Decor,Home,Decor,3889.96
345,Nation Jeans,Clothing,Jeans,3090.56
346,Enter Jacket,Clothing,Jacket,3766.52
347,However Comics,Books,Comics,592.28
348,Whatever Camera,Electronics,Camera,3976.28
349,Dog Shoes,Clothing,Shoes,3044.9
350,Name Furniture,Home,Furniture,1578.08
351,Into Jacket,Clothing,Jacket,4499.77
352,Head Jacket,Clothing,Jacket,3226.6
353,Technology Mobile,Electronics,Mobile,746.72
354,Trip Biography,Books,Biography,2407.97
355,hAIR mOBILE,Electronics,Mobile,1157.14
356,Message Camera,Electronics,Camera,2555.14
357,Structure Comics,Books,Comics,2729.17
358,Meet Shoes,Clothing,Shoes,4612.53
359,Very Shoes,Clothing,Shoes,4189.18
360,Pm Headphones,Electronics,Headphones,4247.69
361,According Laptop,Electronics,Laptop,2321.52
362,More Headphones,Electronics,Headphones,960.66
363,Us Laptop,Electronics,Laptop,4769.78
364,Chair Kitchen,Home,Kitchen,4379.95
365,Less Mobile,Electronics,Mobile,2666.89
366,Company Furniture,Home,Furniture,371.65
367,Drug Shoes,Clothing,Shoes,4481.92
368,bALL lAPTOP,Electronics,Laptop,4307.58
369,   My Laptop   ,Electronics,Laptop,4609.11
370,Question Shirt,Clothing,Shirt,3729.26
371,Fast Education,Books,Education,3629.41
372,Development Furniture,Home,Furniture,3399.3
373,Citizen Laptop,Electronics,Laptop,325.05
374,Culture Fiction,Books,Fiction,3890.28
375,Coach Decor,Home,Decor,1907.7
376,High Decor,Home,Decor,1904.54
377,Play Education,Books,Education,4000.27
378,sERIES sHIRT,Clothing,Shirt,2753.57
379,   Technology Headphones   ,Electronics,Headphones,4260.13
380,By Furniture,Home,Furniture,2157.1
381,Recent Laptop,Electronics,Laptop,4614.24
382,Drug Biography,Books,Biography,2945.78
383,Join Jacket,Clothing,Jacket,2231.42
384,Talk Jeans,Clothing,Jeans,4637.61
385,Give Biography,Books,Biography,465.97
386,Service Jeans,Clothing,Jeans,861.51
387,Build Jacket,Clothing,Jacket,2726.03
388,Meet Jacket,Clothing,Jacket,687.58
389,Republican Shoes,Clothing,Shoes,297.62
390,Measure Kitchen,Home,Kitchen,1843.14
391,Measure Headphones,Electronics,Headphones,252.3
392,Develop Comics,Books,Comics,564.15
393,Performance Laptop,Electronics,Laptop,3926.7
394,Color Jeans,Clothing,Jeans,3462.8
395,Radio Headphones,Electronics,Headphones,4986.09
396,These Jacket,Clothing,Jacket,4251.65
397,   Item Furniture   ,Home,Furniture,923.15
398,Age Comics,Books,Comics,2190.65
399,Either Kitchen,Home,Kitchen,2285.46
400,Animal Shirt,Clothing,Shirt,3271.66
401,Care Comics,Books,Comics,529.84
402,Painting Education,Books,Education,4006.27
403,Person Shirt,Clothing,Shirt,1859.65
404,College Biography,Books,Biography,2003.07
405,Center Shirt,Clothing,Shirt,4489.25
406,Professional Furniture,Home,Furniture,1851.42
407,Music Jeans,Clothing,Jeans,1405.98
408,Among Laptop,Electronics,Laptop,2003.27
409,Vote Jeans,Clothing,Jeans,3716.71
410,Page Furniture,Home,Furniture,2881.49
411,Choice Jeans,Clothing,Jeans,4854.9
412,Arrive Kitchen,Home,Kitchen,1239.85
413,cOMPARE sHIRT,Clothing,Shirt,4597.69
414,Evening Jeans,Clothing,Jeans,4031.88
415,   Win Furniture   ,Home,Furniture,4594.4
416,Couple Headphones,Electronics,Headphones,4715.42
417,Nation Fiction,Books,Fiction,4881.72
418,Into Comics,Books,Comics,4846.84
419,Place Kitchen,Home,Kitchen,1954.08
420,oRGANIZATION kITCHEN,Home,Kitchen,3539.84
421,Public Fiction,Books,Fiction,4063.15
422,After Shirt,Clothing,Shirt,3752.18
423,Unit Shoes,Clothing,Shoes,4438.07
424,Serve Headphones,Electronics,Headphones,1322.75
425,Should Headphones,Electronics,Headphones,106.28
426,Recently Comics,Books,Comics,4434.3
427,Term Comics,Books,Comics,4161.15
428,Federal Jeans,Clothing,Jeans,263.72
429,Your Headphones,Electronics,Headphones,1774.86
430,Bed Education,Books,Education,4500.81
431,Direction Headphones,Electronics,Headphones,2465.41
432,List Camera,Electronics,Camera,4459.79
433,Policy Shirt,Clothing,Shirt,1030.92
434,Market Decor,Home,Decor,2025.22
435,tRIP eDUCATION,Books,Education,529.38
436,Meet Education,Books,Education,3227.13
437,Conference Camera,Electronics,Camera,2047.59
438,Discuss Biography,Books,Biography,1005.92
439,tHEN bIOGRAPHY,Books,Biography,2254.73
440,Item Kitchen,Home,Kitchen,840.54
441,Plant Mobile,Electronics,Mobile,2128.53
442,Character Shirt,Clothing,Shirt,2151.3
443,Study Education,Books,Education,4523.61
444,Pass Laptop,Electronics,Laptop,947.11
445,Tend Jeans,Clothing,Jeans,2174.54
446,Speak Education,Books,Education,4187.13
447,Court Decor,Home,Decor,428.36
448,Price Comics,Books,Comics,2646.47
449,Receive Camera,Electronics,Camera,2876.31
450,Much Mobile,Electronics,Mobile,1501.85
451,Everything Lighting,Home,Lighting,2902.91
452,Computer Fiction,Books,Fiction,3129.4
453,Shake Fiction,Books,Fiction,3483.52
454,Rich Camera,Electronics,Camera,199.14
455,Guess Decor,Home,Decor,3511.3
456,Win Laptop,Electronics,Laptop,2271.24
457,Long Decor,Home,Decor,537.51
458,Pick Education,Books,Education,2473.86
459,Performance Furniture,Home,Furniture,1624.5
460,Authority Education,Books,Education,2886.49
461,Drug Jeans,Clothing,Jeans,382.37
462,Human Camera,Electronics,Camera,1075.64
463,Image Lighting,Home,Lighting,706.98
464,Cause Laptop,Electronics,Laptop,970.16
465,Boy Biography,Books,Biography,1367.43
466,   aDMIT hEADPHONES   ,Electronics,Headphones,4283.72
467,Degree Jeans,Clothing,Jeans,1418.51
468,Necessary Fiction,Books,Fiction,3442.78
469,Trade Education,Books,Education,141.47
470,Where Decor,Home,Decor,1449.35
471,Mother Biography,Books,Biography,1580.51
472,   Return Fiction   ,Books,Fiction,4835.78
473,Kind Decor,Home,Decor,412.8
474,The Decor,Home,Decor,3584.36
475,Citizen Kitchen,Home,Kitchen,4508.47
476,Police Biography,Books,Biography,3311.46
477,Big Decor,Home,Decor,3709.99
478,Cost Shoes,Clothing,Shoes,2719.71
479,Maybe Biography,Books,Biography,4219.13
480,Week Shoes,Clothing,Shoes,1367.39
481,Possible Shoes,Clothing,Shoes,1194.31
482,Plan Lighting,Home,Lighting,1376.74
483,American Lighting,Home,Lighting,4345.33
484,Understand Camera,Electronics,Camera,4350.74
485,Step Biography,Books,Biography,838.81
486,Night Shoes,Clothing,Shoes,4542.44
487,Most Education,Books,Education,3916.81
488,Soldier Biography,Books,Biography,3209.04
489,Buy Camera,Electronics,Camera,926.17
490,Better Jacket,Clothing,Jacket,734.09
491,Meet Comics,Books,Comics,1978.25
492,Receive Laptop,Electronics,Laptop,4470.83
493,Case Shirt,Clothing,Shirt,1319.23
494,Week Decor,Home,Decor,2984.49
495,Player Shirt,Clothing,Shirt,1525.06
496,Notice Lighting,Home,Lighting,1779.39
497,Their Biography,Books,Biography,4543.78
498,Ability Fiction,Books,Fiction,742.91
499,Watch Laptop,Electronics,Laptop,3981.42
500,Writer Biography,Books,Biography,3010.23
